timestamp,open,high,low,close,volume
2011-10-19,154.03635354937168,184.27421425019736,139.40830500249552,162.5284881591797,22043834
2011-10-20,152.26920903420202,172.9350044260844,149.2257824783805,156.0980224609375,5150680
2011-10-21,155.067190165859,167.8790125399682,152.12194433182447,156.49072265625,3071261
2011-10-24,159.0432805977404,168.86076705439103,156.58890898357774,167.535400390625,1939448
2011-10-25,166.89726143926012,189.37929831160724,162.0866993075405,180.5926513671875,1471957
2011-10-28,211.07595821777892,236.06145818284762,203.7128433962285,219.17538452148438,3057216
2011-10-31,213.9721030851473,223.6423327290196,208.47431994643833,213.5303192138672,726316
2011-11-01,212.1558779825444,219.8625954873099,203.51648732560736,217.0646209716797,789182
2011-11-02,212.30312361442043,221.77699111538564,212.05768647729394,217.7518310546875,586519
2011-11-03,216.2792309911897,225.7040090604488,215.5920099309774,223.4459991455078,536488
2011-11-04,225.11495506093638,266.2502300391628,211.12503762995294,214.8065948486328,1373568
2011-11-08,215.83743703267788,257.80718994140625,215.83743703267788,257.80718994140625,1730201
2011-11-09,266.59381806247023,289.5176536682526,260.7524319188537,278.1293640136719,5174562
2011-11-11,274.8896023534635,287.6523338913028,269.09729172456184,284.2652893066406,1678574
2011-11-14,285.1979693365794,291.579335259773,257.8562647350854,265.4157409667969,919475
2011-11-15,265.0721269190486,265.0721269190486,245.78077256316925,253.19296264648438,427660
2011-11-16,250.8367755666887,260.4088247321494,248.43149441347813,253.3893280029297,575157
2011-11-17,252.16214523924654,255.20557202819595,241.75560361925386,251.8185272216797,485404
2011-11-18,250.68950863197466,259.47614054254774,230.7600092443391,243.1791229248047,247875
2011-11-21,240.57752409500526,255.2546642959639,240.57752409500526,252.5548553466797,253549
2011-11-22,256.2363862239135,260.1633806488011,250.39498501295225,252.9966278076172,207465
2011-11-23,252.06397156233984,258.93621226705795,250.39500181582463,252.4566650390625,170175
2011-11-24,253.29114051774746,258.64168240826916,251.3276433044316,254.76376342773438,174492
2011-11-25,250.39495043038212,257.1690238659086,250.39495043038212,255.352783203125,152978
2011-11-28,253.4383893088548,257.2672027692793,246.51707382118698,255.64732360839844,207065
2011-11-29,256.2363908124019,271.94436879323877,255.30371763555357,260.2615661621094,250160
2011-11-30,259.18165580472794,286.27792581279533,255.35284188154935,284.21624755859375,314153
2011-12-01,289.5667735023663,297.27347636188927,267.67376084266107,285.49249267578125,288379
2011-12-02,283.3326886867001,285.492517910372,273.1225079150501,282.5472717285156,195663
2011-12-05,283.5289777741466,283.5289777741466,269.2936233714577,271.6007385253906,140902
2011-12-07,267.133780090075,274.5950748846345,264.7775896182634,267.2810363769531,110443
2011-12-08,263.6976882274131,266.0538789492366,259.1816385335737,261.2433166503906,105040
2011-12-09,253.38930665858157,259.7706722313519,247.49881536063975,251.96575927734375,123414
2011-12-12,251.42582217727482,253.97837452660244,227.27480065155729,236.306884765625,188731
2011-12-13,233.6070858416869,254.2238222575472,233.6070858416869,239.93936157226562,75623
2011-12-14,239.44848005430632,246.41890117938703,236.3068874974807,239.3012237548828,62290
2011-12-15,235.61966980894547,240.43023207542672,228.60017313800537,236.20872497558594,187686
2011-12-16,237.5831511037151,255.05826345686046,236.6504929694081,251.42581176757812,94417
2011-12-19,250.0513827540563,267.72287375909525,250.0513827540563,265.1212158203125,145766
2011-12-20,264.7776135471767,275.8713609165233,263.2068097704806,271.9443664550781,142433
2011-12-21,268.0664686302557,276.85313141654257,252.45667040420744,260.4579162597656,60210
2011-12-22,251.42582888951216,260.11431021408606,249.51140708626033,252.40757751464844,71651
2011-12-23,249.4623124599537,261.0960387655064,229.04193963102992,251.96575927734375,43807
2011-12-26,249.90411963898202,260.16338994450825,248.431496677032,254.61651611328125,153733
2011-12-27,254.27289307414912,254.8619482394119,247.9406174589021,250.39498901367188,82569
2011-12-28,248.3333152995834,254.17471670699962,243.6209188351745,249.5605010986328,135994
2011-12-29,250.34589003032283,254.76375867791677,245.53532793950507,252.30938720703125,45859
2011-12-30,253.88021030367142,253.88021030367142,246.51709532943843,251.22947692871094,68571
2012-01-02,249.4623266350709,254.17470795695922,247.49882942418577,251.4748992919922,63419
2012-01-03,250.83676493629656,269.9808624558965,250.3458906409222,254.32196044921875,44464
2012-01-04,248.48058484115495,254.3219712273125,246.51708757644505,253.3893280029297,95858
2012-01-05,252.06396299419984,261.0469570464709,248.431496026954,259.181640625,53318
2012-01-06,256.2363921044298,259.08345713569423,251.32764896066678,252.89845275878906,35609
2012-01-09,249.36413720495983,251.32763434830596,248.52964492691996,248.5787353515625,38629
2012-01-10,252.11302594475333,252.11302594475333,246.46798653216757,247.7442626953125,33447
2012-01-11,237.6813518807506,255.8927771795962,237.6813518807506,243.2282257080078,61980
2012-01-12,237.5831660585608,258.19988708017144,235.66875924547028,250.14955139160156,107906
2012-01-13,249.36415111115355,251.8185226772082,246.4679956592681,247.84243774414062,72774
2012-01-16,248.38240108112493,252.11303385621005,244.99537133516858,247.1061248779297,35005
2012-01-17,250.34590696802036,250.34590696802036,242.835535751098,246.71343994140625,30853
2012-01-18,243.4736537995119,251.27855220549375,237.63225260159066,244.89718627929688,33103
2012-01-19,244.35721723338466,246.41889525753768,238.56490656407036,244.2099609375,28311
2012-01-20,245.437149176081,248.3333045402998,241.55924521515786,242.3937225341797,46341
2012-01-23,244.455399144268,248.33330308242537,237.6813398588941,241.65740966796875,33883
2012-01-24,243.47365473428738,258.15080840512655,241.55924794513726,245.3880615234375,64898
2012-01-25,245.43714372541666,252.21120290012038,240.57749127571228,245.78076171875,205587
2012-01-27,245.43715046267445,250.39498389807946,242.9827789580477,246.1734619140625,51017
2012-01-30,251.3276568837601,251.3276568837601,241.60835114482674,244.160888671875,139505
2012-01-31,245.38807570111504,249.8550351207475,235.5214986266138,246.41891479492188,36706
2012-02-01,244.94626772960842,263.7467468157352,244.94626772960842,260.5069885253906,76535
2012-02-02,256.23640115309775,270.81537479703024,256.23640115309775,267.67376708984375,39890
2012-02-03,265.0721541694973,279.74930950497156,250.39501381431964,270.962646484375,42230
2012-02-06,271.9443612555423,278.129365429826,265.21937737678013,274.05511474609375,25681
2012-02-07,268.99911789616397,273.36791117469886,260.2615612996839,260.8506164550781,24522
2012-02-08,259.1816385335737,263.1086330568096,255.40190031284092,261.2433166503906,21639
2012-02-09,261.6360190072345,269.9808826528686,256.2854768031501,259.5743408203125,18727
2012-02-10,259.18161783271097,260.6542406613059,248.382383756348,257.0217590332031,73026
2012-02-13,257.218145592414,278.81661583299837,249.11871925219484,258.6416931152344,107928
2012-02-14,264.3848924057249,267.9682988510756,252.30939631719266,260.2615661621094,23994
2012-02-15,262.6177558705166,263.5995044905933,248.38240087940449,250.14955139160156,31346
2012-02-16,248.38239677686767,253.29113979617335,237.58316213439517,241.60833740234375,25369
2012-02-17,245.4371691482216,246.90979216311095,236.60143105888562,239.7921142578125,114155
2012-02-21,245.4371559158605,247.4006531631874,237.73042322798443,241.019287109375,57602
2012-02-22,241.51015418325127,243.37547052019102,233.7052558550954,240.3811492919922,37731
2012-02-23,240.47931878629456,250.34589530312374,233.65616894958214,236.01235961914062,29912
2012-02-24,237.38681797462405,237.48498384789391,228.84560802480416,234.98153686523438,23670
2012-02-27,229.2383029437917,235.03061381406496,225.90036362537916,234.19613647460938,12041
2012-02-28,232.87078019768583,234.6379307896503,225.90037366868123,229.97462463378906,32633
2012-02-29,225.9003603724434,235.6196655857371,225.9003603724434,233.99978637695312,17401
2012-03-01,231.69266274337366,237.33771702631603,225.90035216690708,234.39247131347656,9137
2012-03-02,231.69267255226632,237.09228992106912,230.76001436644117,234.73609924316406,4682
2012-03-05,237.48497919921576,237.53406962503726,231.6926684793499,234.29429626464844,21073
2012-03-06,226.78392491128167,235.07969752344928,226.78392491128167,232.28172302246094,28283
2012-03-07,235.52147107445396,235.52147107445396,227.12753295898435,227.12753295898438,19023
2012-03-09,228.7474174065151,230.7109145516354,225.11495068410142,228.30563354492188,38361
2012-03-12,235.57056895931683,247.2533860586374,230.7109164805722,237.14137268066406,32177
2012-03-13,239.4484876635307,255.0582850708583,236.11054827463533,238.41766357421875,64746
2012-03-14,240.5775034484682,252.11303480694392,240.52841302118034,247.5970001220703,116843
2012-03-15,250.24771221056037,260.1143036193854,241.80468323662257,244.40631103515625,37196
2012-03-16,247.40064908401158,250.2968044800075,245.5353327219247,246.90977478027344,34385
2012-03-19,246.66432863285888,252.211202070694,246.61523820821634,248.5787353515625,25410
2012-03-20,247.6460937890088,259.0343839751904,247.6460937890088,249.3150634765625,42541
2012-03-21,249.6095853446734,252.16213773559633,245.48624415804755,247.8915252685547,63071
2012-03-22,250.00228378084668,253.29114769850744,243.1300433394143,244.0136260986328,32443
2012-03-23,245.19172239346284,250.0022847285838,243.71909943614475,244.50450134277344,43531
2012-03-26,244.74991281051192,247.400630859375,241.75557678222657,245.4371337890625,28627
2012-03-27,245.4371698202724,286.67061435007815,243.7191096315305,284.8052978515625,1088351
2012-03-28,283.9707771153079,291.2848160295661,247.94060718091978,279.7001647949219,754644
2012-03-29,275.23321957632413,291.1866339538642,230.76000603856897,242.98277282714844,270888
2012-03-30,234.3433925075417,253.2911438622915,228.79651879879947,230.9072723388672,162133
2012-04-02,251.08221219546462,251.08221219546462,245.04446411132812,245.04446411132812,88359
2012-04-03,245.14264523850935,254.27291106429018,245.04447935755027,250.10047912597656,137669
2012-04-04,249.56049130910824,256.7272590904848,249.51140088301287,252.26031494140625,47665
2012-04-09,255.25463536524066,255.25463536524066,242.73734074636826,248.72601318359375,49931
2012-04-10,246.86067664293253,255.15644912092208,242.73733561638747,246.0261993408203,39702
2012-04-11,245.58439587982258,250.19862608831582,243.71907961107001,245.33895874023438,63476
2012-04-12,245.43716902427477,249.26598286893505,242.68826973514368,246.3698272705078,64578
2012-04-13,249.85502795185656,249.85502795185656,241.51016454285545,244.25906372070312,51505
2012-04-16,247.40063845565135,247.40063845565135,242.73733277047538,244.55357360839844,36891
2012-04-17,244.74994034684656,247.40065869393678,244.55359361378348,245.4862518310547,39385
2012-04-18,247.3515718159071,247.3515718159071,243.4736676061426,244.160888671875,43141
2012-04-19,248.33332244538468,292.95379638671875,242.73735803675427,292.95379638671875,332874
2012-04-20,302.3785928588403,332.51828926114985,301.34776873105835,322.7498779296875,822519
2012-04-23,322.9462301575122,327.60953624148567,310.6252666329751,320.8845520019531,155550
2012-04-24,313.96320456267586,317.1048122096706,294.524593383595,308.75994873046875,39384
2012-04-25,314.15956952233006,314.15956952233006,295.6045259395357,299.0897216796875,37056
2012-04-26,303.36031085782946,324.9587795920438,280.28921925537315,296.4389953613281,135832
2012-04-27,296.4880824179914,305.32381997349444,288.6340934797665,296.2426452636719,52494
2012-04-30,288.0450400049705,292.4629088086068,279.79835756363406,289.1249694824219,39564
2012-05-02,290.8920821620867,304.2438683782677,286.91601253547947,296.0953674316406,22873
2012-05-03,299.1878745841391,310.2325459182541,295.45724202885117,305.12744140625,82770
2012-05-04,304.73475161484555,326.5295819588575,304.3420581770575,316.2212219238281,298037
2012-05-07,304.4893075151396,311.99967794839847,298.4515599103859,300.12054443359375,162161
2012-05-08,300.90593393677887,311.21429382694583,295.55539229526636,297.02801513671875,44527
2012-05-09,289.95946430065845,298.45158397086936,277.14762668344935,285.5415954589844,76005
2012-05-10,282.6945537568402,299.4333573212152,270.0299713967472,295.26092529296875,31164
2012-05-11,292.6592676708722,298.89337735859607,282.98903783596415,287.65234375,41036
2012-05-14,284.6580450792359,289.81222570951263,233.36166096904248,280.1910705566406,44221
2012-05-15,277.19671540346513,286.6215076904259,268.9991088319787,273.66241455078125,34031
2012-05-16,279.65108918862495,281.7618426448922,247.4988231725266,270.07904052734375,45091
2012-05-17,271.01169995577334,324.0752318982844,265.1212081186422,320.9336242675781,204547
2012-05-18,319.95186626939386,328.88578461984184,314.1595554577594,316.0248718261719,114326
2012-05-21,314.1595700049141,346.5572756616709,310.4289370953423,333.5000305175781,208397
2012-05-22,336.4452734819091,377.4332795149638,336.4452734819091,356.32568359375,341047
2012-05-23,353.42952860324164,365.2105128900164,343.26842366377997,360.10540771484375,89182
2012-05-24,362.26523912501636,362.26523912501636,330.80020798199826,351.9568786621094,60453
