timestamp,open,high,low,close,volume
2008-02-20,126.81385661878596,128.54274591790414,124.19692399560444,128.45693969726562,3960
2008-02-21,134.70758805265595,134.70758805265595,125.52688244075479,128.4784393310547,1880
2008-02-22,122.26641849712679,128.65859003871344,122.09481912469222,128.46554565429688,840
2008-02-25,123.1244237220586,124.41143860417071,122.0519113202985,123.9438247680664,1660
2008-02-26,122.26641989931738,126.7709722113975,120.56112247701988,125.8185806274414,1020
2008-02-27,128.61568265899348,128.65858577372813,122.26641444403965,122.90348052978516,1820
2008-02-28,120.33589720160411,124.79754638671875,120.33589720160411,124.79754638671875,300
2008-02-29,121.40840222498073,121.40840222498073,118.61987001839991,118.66277313232422,680
2008-03-03,117.63316138473441,117.63316138473441,112.74249452846598,113.25945281982422,1580
2008-03-04,112.74250064445377,113.04280935970577,107.59658813476562,107.59658813476562,3180
2008-03-05,107.68026291167725,107.68026291167725,102.91830444335938,102.91830444335938,2240
2008-03-07,102.96120501061219,102.96120501061219,98.67115480183668,98.71405792236328,5360
2008-03-10,100.77326590934106,100.77326590934106,89.06143534030767,93.15199279785156,3340
2008-03-11,94.3810885824908,102.46783447265626,94.3810885824908,102.46783447265625,15980
2008-03-12,104.24822731018067,112.39932327270509,102.96121215820312,102.96121215820312,3720
2008-03-13,96.52611860145117,96.52611860145117,93.14555733079175,93.61531829833984,2600
2008-03-14,92.23606191976663,102.91828228645473,92.23606191976663,98.09412384033203,6160
2008-03-17,93.52308528692046,93.52308528692046,89.10433270038337,89.62128448486328,2540
2008-03-18,85.80100081859229,87.43122114336491,80.65937558269427,83.54228973388672,5640
2008-03-19,84.60621838603495,88.76113070876062,75.55421693329711,82.81298065185547,10940
2008-03-24,85.37199335870538,85.37199335870538,80.44272364687679,81.36079406738281,7380
2008-03-25,81.29644560731246,89.23303792253822,81.29644560731246,84.2201156616211,2040
2008-03-26,84.72847921820194,88.37502136177012,84.72847921820194,85.80313873291016,17460
2008-03-27,84.94298666800579,87.86022186279297,84.94298666800579,87.86022186279297,3040
2008-03-28,85.8009955698673,96.56902313232422,85.8009955698673,96.56902313232422,3200
2008-03-31,97.29833178331619,106.22163676917225,97.29833178331619,103.81920623779297,4880
2008-04-01,105.53521916665152,108.9565363088869,104.67720925472752,107.20833587646484,3480
2008-04-02,107.6802439947151,112.39929851241178,103.86853731587925,105.87413024902344,3320
2008-04-03,110.98359109942358,110.98359109942358,100.64456869247569,102.25547790527344,2460
2008-04-04,100.60166324714467,105.53307317382642,98.89207821754019,100.30136108398438,840
2008-04-07,95.3249007526326,98.24213578831716,95.3249007526326,96.8114013671875,400
2008-04-08,99.10016283064526,100.81618296624085,98.4630900934615,100.05040740966797,1780
2008-04-09,102.83250245133375,102.83250245133375,99.74366760253906,99.74366760253906,960
2008-04-10,100.38715032220186,103.90498932341889,99.96029252562512,103.21215057373047,880
2008-04-11,102.96119260829882,108.3730926513672,101.14864399498502,108.37309265136719,1220
2008-04-15,112.39931281662346,113.7935791015625,109.87033299143926,113.7935791015625,2420
2008-04-16,118.40540208559567,119.26341224563622,114.11535128539293,116.39122009277344,5760
2008-04-17,115.8313400170224,118.19086731366545,111.59706312670649,112.52156829833984,2060
2008-04-21,113.2144142208886,117.76186973245673,112.05610860342631,114.16895294189453,3100
2008-04-22,115.4023322925537,117.19986409199524,111.6485389559,111.66570281982422,1720
2008-04-23,110.25427974262152,111.54129468125134,108.32375733467678,109.22467041015625,640
2008-04-24,106.0672013653221,113.64342489091177,106.0672013653221,109.50567626953125,1980
2008-04-25,108.6240556647378,112.91411185435527,108.6240556647378,109.5035171508789,480
2008-04-28,108.10925849938451,112.39501420039393,108.10925849938451,109.88534545898438,1280
