date,open,high,low,close,adjustedClose,volume,dividendAmt,splitCoeff
2020-03-16,356.0,387.8,350.0,364.85,345.9488,415751.0,0.0,1.0
2020-03-17,366.5,385.6,354.05,356.85,338.3633,259882.0,0.0,1.0
2020-03-18,362.5,365.5,328.4,333.3,316.0333,278649.0,0.0,1.0
2020-03-19,308.15,319.8,285.3,300.25,284.6954,602660.0,0.0,1.0
2020-03-20,306.8,323.05,298.65,318.5,302.0,368820.0,0.0,1.0
2020-03-23,290.0,297.95,262.8,269.4,269.4,405433.0,16.5,1.0
2020-03-24,281.0,283.15,252.0,262.35,262.35,320028.0,0.0,1.0
2020-03-25,254.0,276.9,252.45,273.4,273.4,313476.0,0.0,1.0
2020-03-26,276.0,286.15,268.85,282.4,282.4,267518.0,0.0,1.0
2020-03-27,290.0,303.95,274.6,278.9,278.9,274382.0,0.0,1.0
2020-03-30,276.0,289.35,268.05,274.65,274.65,247794.0,0.0,1.0
2020-03-31,287.0,322.8,280.6,316.05,316.05,709575.0,0.0,1.0
2020-04-01,313.9,315.75,293.7,303.2,303.2,433907.0,0.0,1.0
2020-04-03,303.0,326.2,287.05,317.2,317.2,642345.0,0.0,1.0
2020-04-07,321.15,354.15,319.5,351.5,351.5,442440.0,0.0,1.0
2020-04-08,351.0,364.0,340.4,342.55,342.55,434266.0,0.0,1.0
2020-04-09,348.0,356.35,339.8,345.05,345.05,354201.0,0.0,1.0
2020-04-13,348.0,354.4,336.35,350.05,350.05,229093.0,0.0,1.0
2020-04-15,353.05,370.3,351.45,353.7,353.7,360329.0,0.0,1.0
2020-04-16,355.0,364.95,350.0,355.55,355.55,189737.0,0.0,1.0
2020-04-17,361.0,365.5,354.55,359.85,359.85,166583.0,0.0,1.0
2020-04-20,367.0,372.85,361.6,368.3,368.3,203192.0,0.0,1.0
2020-04-21,369.0,369.3,353.35,355.3,355.3,227062.0,0.0,1.0
2020-04-22,359.0,359.9,337.15,356.6,356.6,270890.0,0.0,1.0
2020-04-23,356.6,362.75,352.45,355.25,355.25,104851.0,0.0,1.0
2020-04-24,350.0,356.35,347.2,350.65,350.65,89150.0,0.0,1.0
2020-04-27,353.0,365.5,353.0,355.4,355.4,136413.0,0.0,1.0
2020-04-28,362.2,374.65,354.1,359.4,359.4,231879.0,0.0,1.0
2020-04-29,361.0,364.85,355.4,361.3,361.3,131426.0,0.0,1.0
2020-04-30,363.9,373.5,358.25,370.45,370.45,394177.0,0.0,1.0
2020-05-04,367.95,367.95,342.0,347.7,347.7,220511.0,0.0,1.0
2020-05-05,351.1,364.0,345.3,346.8,346.8,609984.0,0.0,1.0
2020-05-06,323.9,346.25,312.15,343.55,343.55,603333.0,0.0,1.0
2020-05-07,342.5,342.5,328.25,329.6,329.6,892597.0,0.0,1.0
2020-05-08,335.0,336.0,321.4,324.35,324.35,387128.0,0.0,1.0
2020-05-11,329.8,330.2,311.35,314.75,314.75,257895.0,0.0,1.0
2020-05-12,311.5,319.8,308.5,312.55,312.55,537272.0,0.0,1.0
2020-05-13,321.0,323.25,312.9,316.6,316.6,207356.0,0.0,1.0
2020-05-14,314.0,316.4,307.45,309.7,309.7,177379.0,0.0,1.0
2020-05-15,314.0,324.35,311.6,318.0,318.0,474063.0,0.0,1.0
2020-05-18,321.5,321.5,292.2,294.1,294.1,432694.0,0.0,1.0
2020-05-19,304.0,304.2,291.75,293.45,293.45,184876.0,0.0,1.0
2020-05-20,293.4,311.4,292.05,309.0,309.0,314344.0,0.0,1.0
2020-05-21,310.9,315.95,301.55,313.0,313.0,231234.0,0.0,1.0
2020-05-22,312.9,323.9,307.5,315.45,315.45,288370.0,0.0,1.0
2020-05-26,314.55,320.8,312.1,313.2,313.2,150105.0,0.0,1.0
2020-05-27,318.0,331.4,313.0,329.4,329.4,317080.0,0.0,1.0
2020-05-28,334.7,334.9,320.35,325.85,325.85,314886.0,0.0,1.0
2020-05-29,326.05,347.0,326.0,342.8,342.8,488154.0,0.0,1.0
2020-06-01,343.1,356.5,340.45,346.15,346.15,323677.0,0.0,1.0
2020-06-02,347.5,347.7,337.5,341.65,341.65,216663.0,0.0,1.0
2020-06-03,343.0,353.8,339.45,349.05,349.05,363078.0,0.0,1.0
2020-06-04,337.65,359.4,337.65,357.25,357.25,557632.0,0.0,1.0
2020-06-05,355.0,372.15,352.15,369.9,369.9,381715.0,0.0,1.0
2020-06-08,377.0,398.4,376.7,394.25,394.25,576572.0,0.0,1.0
2020-06-09,399.95,402.0,379.75,381.35,381.35,351526.0,0.0,1.0
2020-06-10,386.0,386.0,373.0,379.0,379.0,283996.0,0.0,1.0
2020-06-11,379.95,386.4,368.0,370.0,370.0,273013.0,0.0,1.0
2020-06-12,359.0,376.8,356.2,374.35,374.35,532777.0,0.0,1.0
2020-06-15,374.45,374.6,356.6,361.15,361.15,252293.0,0.0,1.0
2020-06-16,366.5,372.15,356.6,359.6,359.6,463340.0,0.0,1.0
2020-06-17,355.0,366.4,355.0,364.75,364.75,160133.0,0.0,1.0
2020-06-18,365.0,376.25,359.75,370.15,370.15,536519.0,0.0,1.0
2020-06-19,372.65,384.55,372.15,380.35,380.35,223791.0,0.0,1.0
2020-06-22,380.0,389.1,380.0,385.3,385.3,340030.0,0.0,1.0
2020-06-23,382.2,392.9,382.2,392.0,392.0,265421.0,0.0,1.0
2020-06-24,391.0,394.15,375.05,378.6,378.6,185839.0,0.0,1.0
2020-06-25,378.6,384.25,367.4,369.95,369.95,285549.0,0.0,1.0
2020-06-26,377.0,397.0,373.0,393.3,393.3,560523.0,0.0,1.0
2020-06-29,395.0,395.4,378.5,383.55,383.55,162345.0,0.0,1.0
2020-06-30,385.5,388.9,372.3,374.15,374.15,193132.0,0.0,1.0
2020-07-01,376.5,383.25,374.45,379.85,379.85,225493.0,0.0,1.0
2020-07-02,381.85,391.2,378.7,383.6,383.6,198031.0,0.0,1.0
2020-07-03,385.9,390.3,383.3,385.0,385.0,150634.0,0.0,1.0
2020-07-06,386.05,396.6,385.65,390.3,390.3,243181.0,0.0,1.0
2020-07-07,393.5,393.5,377.75,379.7,379.7,210121.0,0.0,1.0
2020-07-08,384.0,387.35,376.3,378.05,378.05,163918.0,0.0,1.0
2020-07-09,382.0,382.0,373.25,376.65,376.65,111152.0,0.0,1.0
2020-07-10,375.65,380.45,370.3,376.35,376.35,319337.0,0.0,1.0
2020-07-13,376.75,384.15,375.7,379.95,379.95,169280.0,0.0,1.0
2020-07-14,381.0,386.0,372.0,373.65,373.65,465381.0,0.0,1.0
2020-07-15,380.95,382.15,368.3,369.65,369.65,200245.0,0.0,1.0
2020-07-16,373.0,396.0,360.4,394.05,394.05,850634.0,0.0,1.0
2020-07-17,403.5,447.6,392.05,443.9,443.9,2142743.0,0.0,1.0
2020-07-20,442.9,448.05,435.05,437.1,437.1,820518.0,0.0,1.0
2020-07-21,439.9,480.8,435.5,463.7,463.7,1750955.0,0.0,1.0
2020-07-22,465.0,465.95,447.6,450.25,450.25,450802.0,0.0,1.0
2020-07-23,446.0,477.25,443.1,457.2,457.2,1268608.0,0.0,1.0
2020-07-24,453.0,463.5,445.5,448.3,448.3,785567.0,0.0,1.0
2020-07-27,455.0,466.5,444.2,457.5,457.5,617786.0,0.0,1.0
2020-07-28,461.9,473.7,457.35,461.6,461.6,535958.0,0.0,1.0
2020-07-29,469.0,469.0,447.05,453.7,453.7,413410.0,0.0,1.0
2020-07-30,436.8,440.0,416.3,419.1,419.1,777727.0,0.0,1.0
