date,open,high,low,close,adjustedClose,volume,dividendAmt,splitCoeff
2020-04-22,1319.9996,1384.6996,1299.9996,1363.3496,1345.4477,2654572.0,0.0,1.0
2020-04-23,1369.6996,1385.8495,1354.2496,1371.4996,1353.4907,1479155.0,0.0,1.0
2020-04-24,1354.8996,1494.9996,1347.9996,1417.3496,1398.7387,2475401.0,0.0,1.0
2020-04-27,1439.9996,1474.5495,1422.9495,1430.2995,1411.5186,1163736.0,0.0,1.0
2020-04-28,1451.3995,1454.7496,1391.9495,1428.0996,1409.3475,1313933.0,0.0,1.0
2020-04-29,1445.9995,1453.0496,1420.4996,1426.1996,1407.4725,649085.0,0.0,1.0
2020-04-30,1453.9995,1494.4996,1439.9996,1467.0495,1447.786,1289279.0,0.0,1.0
2020-05-04,1441.9996,1464.8996,1419.7496,1435.3996,1416.5517,988171.0,0.0,1.0
2020-05-05,1451.0495,1478.7996,1446.9995,1460.9996,1441.8156,662807.0,0.0,1.0
2020-05-06,1461.9995,1483.9996,1445.9995,1461.6495,1442.4569,696700.0,0.0,1.0
2020-05-07,1449.9995,1513.6995,1444.8995,1507.2496,1487.4582,1001261.0,0.0,1.0
2020-05-08,1549.9995,1579.6996,1537.5995,1561.7995,1541.2919,1445996.0,0.0,1.0
2020-05-11,1581.9995,1614.8495,1571.9995,1576.7495,1556.0456,1076498.0,0.0,1.0
2020-05-12,1577.9995,1577.9995,1454.9995,1480.2496,1460.8127,2892916.0,0.0,1.0
2020-05-13,1534.75,1534.75,1454.0,1496.4,1490.8032,1489557.0,0.0,1.0095
2020-05-14,1472.0,1496.4,1430.05,1435.45,1430.0812,795955.0,0.0,1.0
2020-05-15,1445.7,1467.0,1415.55,1458.9,1453.4435,953907.0,0.0,1.0
2020-05-18,1471.8,1482.0,1428.0,1440.65,1435.2618,1308019.0,0.0,1.0
2020-05-19,1461.9,1461.9,1404.0,1408.15,1402.8833,714335.0,0.0,1.0
2020-05-20,1407.3,1445.85,1393.65,1434.65,1429.2842,907872.0,0.0,1.0
2020-05-21,1438.0,1460.85,1425.35,1440.05,1434.664,558823.0,0.0,1.0
2020-05-22,1454.8,1458.5,1426.8,1431.6,1426.2456,579294.0,0.0,1.0
2020-05-26,1439.4,1449.0,1416.3,1423.7,1418.3752,468721.0,0.0,1.0
2020-05-27,1434.0,1454.1,1412.2,1446.95,1441.5382,627533.0,0.0,1.0
2020-05-28,1455.0,1479.2,1450.55,1472.65,1467.1421,641847.0,0.0,1.0
2020-05-29,1470.7,1471.5,1453.0,1465.2,1459.7199,590240.0,0.0,1.0
2020-06-01,1480.0,1539.2,1475.65,1520.45,1514.7633,1016979.0,0.0,1.0
2020-06-02,1521.0,1540.0,1521.0,1536.1,1530.3548,418550.0,0.0,1.0
2020-06-03,1545.0,1559.0,1533.25,1542.45,1536.681,444528.0,0.0,1.0
2020-06-04,1540.0,1589.0,1540.0,1579.95,1574.0408,710718.0,0.0,1.0
2020-06-05,1601.9,1617.7,1574.3,1580.6,1574.6883,658406.0,0.0,1.0
2020-06-08,1624.0,1624.0,1565.05,1570.05,1564.1778,1111940.0,0.0,1.0
2020-06-09,1580.0,1582.35,1533.05,1537.1,1531.351,504634.0,0.0,1.0
2020-06-10,1541.1,1579.0,1540.6,1572.0,1566.1205,421611.0,0.0,1.0
2020-06-11,1569.0,1569.0,1530.95,1537.5,1531.7495,330910.0,0.0,1.0
2020-06-12,1495.0,1593.0,1495.0,1588.8,1582.8577,772239.0,0.0,1.0
2020-06-15,1577.0,1626.7,1561.55,1615.0,1608.9597,1125400.0,0.0,1.0
2020-06-16,1641.5,1647.85,1585.15,1617.5,1611.4503,1267703.0,0.0,1.0
2020-06-17,1608.0,1634.95,1602.0,1615.4,1609.3582,890838.0,0.0,1.0
2020-06-18,1605.55,1665.0,1605.55,1656.25,1650.0554,1013987.0,0.0,1.0
2020-06-19,1674.7,1788.6,1660.6,1759.5,1752.9192,2929255.0,0.0,1.0
2020-06-22,1775.05,1804.1,1734.85,1747.2,1740.6652,2036832.0,0.0,1.0
2020-06-23,1754.0,1764.15,1715.8,1720.05,1713.6168,1353529.0,0.0,1.0
2020-06-24,1739.8,1772.0,1712.6,1727.35,1720.8895,1358724.0,0.0,1.0
2020-06-25,1729.0,1749.0,1713.85,1717.95,1711.5246,654657.0,0.0,1.0
2020-06-26,1730.35,1751.5,1717.2,1742.6,1736.0824,1385178.0,0.0,1.0
2020-06-29,1728.0,1738.9,1715.0,1723.15,1716.7052,670107.0,0.0,1.0
2020-06-30,1736.3,1740.7,1696.0,1703.35,1696.9792,992945.0,0.0,1.0
2020-07-01,1718.0,1748.65,1708.75,1737.9,1731.4,469138.0,0.0,1.0
2020-07-02,1750.0,1766.8,1734.4,1760.55,1760.55,815775.0,6.5,1.0
2020-07-03,1781.05,1792.8,1768.5,1787.5,1787.5,857283.0,0.0,1.0
2020-07-06,1801.15,1858.0,1792.0,1851.4,1851.4,949421.0,0.0,1.0
2020-07-07,1870.0,1870.0,1806.4,1823.95,1823.95,717717.0,0.0,1.0
2020-07-08,1826.0,1834.8,1790.1,1797.35,1797.35,583648.0,0.0,1.0
2020-07-09,1807.5,1834.4,1787.0,1824.6,1824.6,705240.0,0.0,1.0
2020-07-10,1829.9,1884.4,1824.6,1878.5,1878.5,1140279.0,0.0,1.0
2020-07-13,1908.5,1947.0,1900.1,1934.3,1934.3,1572760.0,0.0,1.0
2020-07-14,1934.7,1941.0,1887.8,1916.65,1916.65,1133553.0,0.0,1.0
2020-07-15,1938.7,1978.5,1798.15,1845.6,1845.6,2839024.0,0.0,1.0
2020-07-16,1850.0,1868.0,1812.25,1843.1,1843.1,1647250.0,0.0,1.0
2020-07-17,1845.0,1919.9,1838.2,1911.35,1911.35,989480.0,0.0,1.0
2020-07-20,1920.05,1931.25,1899.6,1919.3,1919.3,756307.0,0.0,1.0
2020-07-21,1941.8,1976.8,1935.0,1971.85,1971.85,1034423.0,0.0,1.0
2020-07-22,1980.05,2010.0,1960.0,2004.1,2004.1,1467946.0,0.0,1.0
2020-07-23,2004.1,2078.9,1991.1,2060.65,2060.65,1379049.0,0.0,1.0
2020-07-24,2060.0,2162.8,2055.9,2146.2,2146.2,2889272.0,0.0,1.0
2020-07-27,2189.5,2198.7,2128.05,2155.85,2155.85,2313290.0,0.0,1.0
2020-07-28,2163.8,2193.4,2152.2,2177.45,2177.45,1089402.0,0.0,1.0
2020-07-29,2180.0,2185.2,2071.0,2095.85,2095.85,1525220.0,0.0,1.0
2020-07-30,2100.0,2139.0,2072.3,2108.65,2108.65,1203821.0,0.0,1.0
2020-07-31,2125.0,2129.8501,2053.3,2066.95,2066.95,1283236.0,0.0,1.0
2020-08-03,2059.0,2059.0,2004.0,2008.45,2008.45,714727.0,0.0,1.0
2020-08-04,2017.1,2167.0,2001.25,2151.1499,2151.1499,2053197.0,0.0,1.0
2020-08-05,2170.0,2195.0,2118.0,2126.6499,2126.6499,1793838.0,0.0,1.0
2020-08-06,2160.0,2167.55,2106.95,2134.55,2134.55,1248632.0,0.0,1.0
2020-08-07,2124.55,2157.0,2120.1001,2146.7,2146.7,960776.0,0.0,1.0
2020-08-10,2156.5,2164.95,2108.25,2119.6001,2119.6001,825626.0,0.0,1.0
