Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03,83.16453195485823,86.85710144042969,83.16453195485823,86.85710144042969,3804416,0.0,0.0
2000-01-04,93.80539094611711,93.80539094611711,88.64382505611559,93.6865463256836,12100608,0.0,0.0
2000-01-05,93.08155832504303,93.08155832504303,86.19171905517578,86.19171905517578,15264256,0.0,0.0
2000-01-06,84.76564893372556,85.3196727829656,79.29660034179688,79.29660034179688,9052800,0.0,0.0
2000-01-07,72.95385901778405,72.95385901778405,72.9530258178711,72.9530258178711,696832,0.0,0.0
2000-01-10,73.408153283335,78.67137936780053,67.11693712308133,75.90126037597656,36716160,0.0,0.0
2000-01-11,77.50793983544747,77.50793983544747,69.8294448852539,69.8294448852539,31226496,0.0,0.0
2000-01-12,66.48284792395776,73.90676594213305,64.27229323048617,72.02862548828125,21319296,0.0,0.0
2000-01-13,71.74608628780297,73.13114586864859,66.26651465613934,66.62718200683594,12755456,0.0,0.0
2000-01-14,66.27232939059662,68.21695300003479,62.11715073795096,66.9316177368164,18301568,0.0,0.0
2000-01-17,71.74608336865377,72.01201479735612,65.10333788919309,65.65043640136719,14982912,0.0,0.0
2000-01-18,65.37483988244549,68.1338797351114,63.15874361524394,67.81254577636719,16369792,0.0,0.0
2000-01-19,68.13939185965751,73.0757442579789,68.13939185965751,72.0189437866211,22184448,0.0,0.0
2000-01-20,72.30008804821698,74.78211405937415,69.75157919747522,69.9862060546875,17599232,0.0,0.0
2000-01-21,69.55767477112256,75.34722237254216,69.07013392047669,74.98433685302734,23618688,0.0,0.0
2000-01-24,80.87638595581055,80.98275959648193,77.84033584594727,79.22539520263672,17801280,0.0,2.0
2000-01-25,79.22541182457245,80.33345954239864,76.56831556138096,80.00104522705078,11948480,0.0,0.0
2000-01-26,80.00104522705078,80.00104522705078,80.00104522705078,80.00104522705078,0,0.0,0.0
2000-01-27,79.77941353332821,82.81546343723542,79.77941353332821,80.97610473632812,12049344,0.0,0.0
2000-01-28,81.70743647291171,84.2116242465594,81.70743647291171,83.65760040283203,17169088,0.0,0.0
2000-01-31,81.98444362643028,83.1035717256693,78.68246170986369,79.83483123779297,6149312,0.0,0.0
2000-02-01,79.77940074911332,81.82263876399935,78.79323871207568,81.61875915527344,4218560,0.0,0.0
2000-02-02,81.8293098636804,83.100794400831,80.77666471309819,81.3306884765625,5298048,0.0,0.0
2000-02-03,81.41935179844798,82.95953823012793,81.41935179844798,82.549560546875,5561792,0.0,0.0
2000-02-04,82.8265498208489,88.089775394749,82.8265498208489,86.91524505615234,17085504,0.0,0.0
2000-02-07,90.85990627928015,93.86825561523438,90.47208960613689,93.86825561523438,14592768,0.0,0.0
2000-02-08,99.7242798676362,100.99853455483377,96.94308050688323,98.39462280273438,12566528,0.0,0.0
2000-02-09,98.61624293893777,100.8323382858802,95.01785811934002,96.1674575805664,9785792,0.0,0.0
2000-02-10,96.38905434791958,102.76032762646352,96.38905434791958,102.2173843383789,13268480,0.0,0.0
2000-02-11,102.49441303146982,110.39424133300781,102.49441303146982,110.39424133300781,4043264,0.0,0.0
2000-02-14,119.22535705566406,119.22535705566406,119.22535705566406,119.22535705566406,2210880,0.0,0.0
2000-02-15,119.22542172424674,119.22542172424674,109.68789786155706,110.58319854736328,25090240,0.0,0.0
2000-02-16,109.69674535822277,113.57491312341247,104.71052966012174,110.24578094482422,7859520,0.0,0.0
2000-02-17,110.79368766438418,117.4530542296702,110.79368766438418,113.75993347167969,9680960,0.0,0.0
