Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03,14.828062810687728,14.828062810687728,14.099412132717596,14.57303524017334,1107312,0.0,0.0
2000-01-04,14.573033198530595,14.573033198530595,13.409012794494627,13.409012794494629,832740,0.0,0.0
2000-01-05,12.942677115265905,13.62214496363352,12.569243351618448,13.115732192993164,1464816,0.0,0.0
2000-01-06,13.22502587418859,14.02654203791936,13.015537993818166,13.844379425048828,649092,0.0,0.0
2000-01-07,13.662214645905022,14.389043797966844,13.115726060068821,13.764225959777832,633408,0.0,0.0
2000-01-10,13.88992043051151,14.208706058248229,13.882634025767613,13.929996490478516,402972,0.0,0.0
2000-01-11,13.735081265219808,13.953676727445457,13.296069156650235,13.480052947998047,89268,0.0,0.0
2000-01-12,13.769694852894895,13.917246652597466,13.62578625603216,13.802484512329102,138756,0.0,0.0
2000-01-13,14.02654203791936,14.02654203791936,13.662216812178297,13.844379425048828,297984,0.0,0.0
2000-01-14,13.62760658438273,13.911780540026957,13.625784566250926,13.842558860778809,431172,0.0,0.0
2000-01-17,14.099410729688762,14.208708487283248,13.370758456475043,13.494629859924316,82596,0.0,0.0
2000-01-18,13.662222596585268,14.06298001425058,13.552924815812586,13.950039863586426,1046988,0.0,0.0
2000-01-19,13.95367674928318,13.95367674928318,13.57113468978961,13.589350700378418,480720,0.0,0.0
2000-01-20,13.665859591215154,13.78973013077622,13.480052947998045,13.480052947998047,197592,0.0,0.0
2000-01-21,13.40901174782955,13.483697817299081,13.301535187546083,13.443622589111328,398556,0.0,0.0
2000-01-24,13.516488681834268,13.625786436226123,12.569241755063414,12.93356704711914,345480,0.0,0.0
2000-01-25,12.75139904022217,13.115725012985775,12.569236470778035,12.751399040222168,886584,0.0,0.0
2000-01-27,12.824266890025969,13.769692455159657,12.680358318222229,13.407188415527344,2066364,0.0,0.0
2000-01-28,13.133943625541358,14.318002646533825,12.955424222035344,13.702291488647461,1360236,0.0,0.0
2000-01-31,13.62578618546104,14.06297636110685,13.62578618546104,13.771516799926758,849240,0.0,0.0
2000-02-01,13.738725013679481,13.908136837191561,13.698648954977605,13.862595558166504,906456,0.0,0.0
2000-02-02,13.71687000692304,14.899107430200829,13.71687000692304,14.441878318786621,1305504,0.0,0.0
2000-02-03,14.536598804004369,14.755194274741276,13.407188593905165,14.093942642211914,1232052,0.0,0.0
2000-02-04,14.172276781279578,14.172276781279578,13.297895431518555,13.297895431518555,412512,0.0,0.0
2000-02-07,13.370755996899502,13.789730935232383,13.370755996899502,13.474589347839355,208524,0.0,0.0
2000-02-08,12.933568689951061,13.662221034367878,12.933568689951061,13.115732192993164,324336,0.0,0.0
2000-02-09,13.006432007968392,14.099409487629602,13.006432007968392,13.5766019821167,1743024,0.0,0.0
2000-02-10,13.578421542744996,13.953677210403946,12.490909414082108,12.669428825378418,1459692,0.0,0.0
2000-02-11,12.532809923025967,12.693113364909347,11.656606631324593,11.840590476989746,765828,0.0,0.0
2000-02-14,11.986317594475642,12.786012551073181,11.877019863116061,12.645747184753418,1693620,0.0,0.0
