Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03,9.246371351067296,9.246371351067296,8.861105878106159,9.115809440612793,99000,0.0,0.0
2000-01-04,8.903912447925455,8.989526665670562,8.647069059854605,8.897491455078125,126000,0.0,0.0
2000-01-05,8.651351374560075,9.608094215393066,8.60426310356971,9.608094215393066,158490,0.0,0.0
2000-01-06,10.273743728927787,10.273743728927787,9.289176679746678,9.417598724365234,521100,0.0,0.0
2000-01-07,9.203564188462176,9.203564188462176,8.946720765686427,9.01307201385498,95850,0.0,0.0
2000-01-10,9.156474678020983,9.190720215380471,8.946718832751014,8.961701393127441,151200,0.0,0.0
2000-01-11,8.861106534432771,8.865386951963252,8.433033183452753,8.518648147583008,68400,0.0,0.0
2000-01-12,8.861103751259181,8.861103751259181,8.445873252961114,8.542189598083496,149400,0.0,0.0
2000-01-13,8.73268377043999,8.73268377043999,8.390225410461426,8.390225410461426,249300,0.0,0.0
2000-01-14,8.347417319753282,8.390224426019063,8.137662205116756,8.253241539001465,473400,0.0,0.0
2000-01-17,8.561452154449979,8.689874186610751,8.28320527540956,8.347415924072266,91800,0.0,0.0
2000-01-18,8.30461394135167,8.30461394135167,8.09057757910834,8.133384704589844,324990,0.0,0.0
2000-01-19,8.08201408570497,8.34741908239845,8.047767805592496,8.21899700164795,342000,0.0,0.0
2000-01-20,8.184747424120232,8.340993979359855,8.141940329904378,8.240396499633789,187200,0.0,0.0
2000-01-21,8.17618527602883,8.302466709356946,8.047763267691783,8.191167831420898,185940,0.0,0.0
2000-01-24,8.178329921980566,8.26180430569261,8.04776727364417,8.231839179992676,43200,0.0,0.0
2000-01-25,8.176186031543757,8.197589579105175,8.05204516175342,8.178326606750488,69300,0.0,0.0
2000-01-26,8.178326606750488,8.178326606750488,8.178326606750488,8.178326606750488,0,0.0,0.0
2000-01-27,8.133379800701851,8.831138317724392,8.017800484621281,8.811875343322754,113958,0.0,0.0
2000-01-28,8.732681038055249,8.903910164468332,8.349556262679968,8.850400924682617,81900,0.0,0.0
2000-01-31,8.989525967378787,9.546020544000974,8.818296810353848,9.023772239685059,156600,0.0,0.0
2000-02-01,9.075141343449879,9.310581169955178,8.73268301316826,9.259212493896484,101700,0.0,0.0
2000-02-02,9.203562022444922,9.41759901502696,9.079421125222284,9.182158470153809,494550,0.0,0.0
2000-02-03,8.98952878433362,9.203565113976259,8.884651563328932,8.910335540771484,263700,0.0,0.0
2000-02-04,8.77976812681878,9.160752276520116,8.610679598087888,9.075138092041016,297540,0.0,0.0
2000-02-07,9.503215162229798,9.760058576937974,8.989527597977839,9.27847671508789,203850,0.0,0.0
2000-02-08,9.203561071752885,9.33198310706952,8.822576851555626,9.085841178894043,86400,0.0,0.0
2000-02-09,8.820439185704876,9.160756993461357,8.820439185704876,9.068721771240234,99000,0.0,0.0
2000-02-10,8.861102338692964,8.90390943307108,8.692013801514708,8.839698791503906,84150,0.0,0.0
2000-02-11,8.985249734949344,8.989530153563168,8.133384704589844,8.133384704589844,257400,0.0,0.0
2000-02-14,8.176191830071346,8.347421066833174,8.10127899306081,8.133384704589844,87300,0.0,0.0
2000-02-15,7.947169621422688,8.122679204383065,7.7309927716491345,7.752397060394287,80100,0.0,0.0
2000-02-16,7.705308166790259,8.08629242379885,7.546920999090623,7.962151527404785,33750,0.0,0.0
2000-02-17,7.838010811322968,8.015660959592214,7.838010811322968,7.985695838928223,32850,0.0,0.0
2000-02-18,7.748116486027354,7.876538553889517,7.448465239294162,7.452746391296387,63900,0.0,0.0
2000-02-21,7.876536082024417,8.00495737474902,7.4912707341799365,7.557621955871582,115200,0.0,0.0
