date,open,high,low,close,adjustedClose,volume,dividendAmt,splitCoeff
2020-05-07,666.1,674.1,663.05,665.05,656.1168,93599.0,0.0,1.0
2020-05-08,672.9,680.95,668.6,674.65,665.5879,158605.0,0.0,1.0
2020-05-11,680.0,698.4,677.7,682.75,673.5791,147260.0,0.0,1.0
2020-05-12,678.0,691.0,675.5,687.75,678.5119,156715.0,0.0,1.0
2020-05-13,700.0,700.0,684.6,693.9,684.5793,192736.0,0.0,1.0
2020-05-14,664.0,671.65,654.05,658.1,649.2602,472186.0,0.0,1.0
2020-05-15,665.5,665.5,647.0,652.3,643.5381,310061.0,0.0,1.0
2020-05-18,664.0,670.45,653.9,663.6,654.6863,251322.0,0.0,1.0
2020-05-19,665.9,674.7,655.9,668.95,659.9645,254650.0,0.0,1.0
2020-05-20,666.55,673.2,659.8,670.2,661.1977,230449.0,0.0,1.0
2020-05-21,668.4,679.7,665.3,672.0,662.9734,217317.0,0.0,1.0
2020-05-22,672.15,695.25,672.15,692.25,682.9515,300974.0,0.0,1.0
2020-05-26,695.0,699.6,678.95,680.15,671.014,208176.0,0.0,1.0
2020-05-27,682.75,708.9,675.1,705.3,695.8262,1274033.0,0.0,1.0
2020-05-28,706.1,709.9,690.0,707.25,697.75,543370.0,0.0,1.0
2020-05-29,697.0,700.7,680.4,691.35,691.35,582952.0,9.5,1.0
2020-06-01,696.55,706.65,692.0,699.5,699.5,352265.0,0.0,1.0
2020-06-02,699.9,711.65,698.3,708.05,708.05,288345.0,0.0,1.0
2020-06-03,713.0,713.0,696.5,701.35,701.35,251762.0,0.0,1.0
2020-06-04,702.0,709.75,697.65,707.8,707.8,538192.0,0.0,1.0
2020-06-05,708.0,711.85,700.65,703.75,703.75,268996.0,0.0,1.0
2020-06-08,708.95,725.65,704.4,720.55,720.55,922283.0,0.0,1.0
2020-06-09,721.9,729.4,715.3,717.75,717.75,520552.0,0.0,1.0
2020-06-10,715.0,719.4,709.6,715.85,715.85,214885.0,0.0,1.0
2020-06-11,713.85,716.2,700.45,703.6,703.6,467025.0,0.0,1.0
2020-06-12,680.0,694.8,675.05,692.1,692.1,513795.0,0.0,1.0
2020-06-15,695.0,704.15,685.45,687.25,687.25,288823.0,0.0,1.0
2020-06-16,701.0,711.8,699.15,700.95,700.95,720249.0,0.0,1.0
2020-06-17,700.7,710.2,698.5,703.6,703.6,160592.0,0.0,1.0
2020-06-18,704.0,716.7,704.0,713.85,713.85,375820.0,0.0,1.0
2020-06-19,713.0,713.0,701.1,705.65,705.65,633929.0,0.0,1.0
2020-06-22,704.5,708.5,700.0,703.65,703.65,345887.0,0.0,1.0
2020-06-23,696.8,724.3,692.3,720.45,720.45,388008.0,0.0,1.0
2020-06-24,719.95,726.75,709.55,714.2,714.2,837006.0,0.0,1.0
2020-06-25,705.0,705.4,693.05,699.6,699.6,633979.0,0.0,1.0
2020-06-26,706.9,750.9,706.9,748.15,748.15,821530.0,0.0,1.0
2020-06-29,738.75,744.55,730.0,731.45,731.45,327676.0,0.0,1.0
2020-06-30,734.4,739.0,724.5,735.9,735.9,203743.0,0.0,1.0
2020-07-01,736.0,742.05,730.0,732.5,732.5,363835.0,0.0,1.0
2020-07-02,735.8,765.05,735.8,756.3,756.3,534984.0,0.0,1.0
2020-07-03,756.6,763.85,752.55,762.6,762.6,151985.0,0.0,1.0
2020-07-06,765.0,774.9,762.0,763.75,763.75,441476.0,0.0,1.0
2020-07-07,774.0,796.65,766.3,794.4,794.4,564766.0,0.0,1.0
2020-07-08,786.5,786.5,772.75,774.6,774.6,212793.0,0.0,1.0
2020-07-09,778.0,789.85,775.1,781.55,781.55,186954.0,0.0,1.0
2020-07-10,772.0,789.35,772.0,781.8,781.8,220696.0,0.0,1.0
2020-07-13,790.0,804.9,787.55,796.7,796.7,275987.0,0.0,1.0
2020-07-14,795.65,806.3,781.45,783.2,783.2,367334.0,0.0,1.0
2020-07-15,796.9,848.0,795.35,831.45,831.45,1272970.0,0.0,1.0
2020-07-16,900.0,952.0,890.0,910.9,910.9,3327650.0,0.0,1.0
2020-07-17,911.0,920.0,892.2,904.0,904.0,1728207.0,0.0,1.0
2020-07-20,904.0,945.0,904.0,933.55,933.55,797602.0,0.0,1.0
2020-07-21,945.9,949.4,929.35,936.7,936.7,858147.0,0.0,1.0
2020-07-22,940.0,940.0,911.55,919.4,919.4,481341.0,0.0,1.0
2020-07-23,916.0,916.55,900.65,908.85,908.85,790412.0,0.0,1.0
2020-07-24,904.7,925.35,903.95,922.6,922.6,845525.0,0.0,1.0
2020-07-27,922.45,952.45,918.6,947.95,947.95,548113.0,0.0,1.0
2020-07-28,947.95,967.2,941.9,962.75,962.75,652792.0,0.0,1.0
2020-07-29,953.45,959.6,943.75,953.85,953.85,519229.0,0.0,1.0
2020-07-30,960.0,972.5,958.65,961.85,961.85,569279.0,0.0,1.0
2020-07-31,965.0,986.0,953.4,966.25,966.25,685429.0,0.0,1.0
2020-08-03,962.8,965.0,947.75,957.35,957.35,292771.0,0.0,1.0
2020-08-04,959.7,970.0,941.05,950.1,950.1,353882.0,0.0,1.0
2020-08-05,950.25,960.65,938.5,944.6,944.6,533690.0,0.0,1.0
2020-08-06,950.0,974.55,942.75,969.2,969.2,585867.0,0.0,1.0
2020-08-07,970.85,970.85,949.0,950.75,950.75,440768.0,0.0,1.0
2020-08-10,950.75,956.65,945.6,951.1,951.1,541207.0,0.0,1.0
