Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03,16.06471617085867,16.77670669555664,16.06471617085867,16.77670669555664,19961880,0.0,0.0
2000-01-04,16.93569537029265,18.076263339577896,16.48638075807068,17.95183753967285,61958239,0.0,0.0
2000-01-05,17.668420404014277,18.04169635018312,16.590066894313715,17.191455841064453,29784736,0.0,0.0
2000-01-06,17.28132237323343,18.452996163169548,17.28132237323343,17.90345001220703,57436463,0.0,0.0
2000-01-07,17.972576845318887,19.27904510498047,17.734093800899,19.27904510498047,65272230,0.0,0.0
2000-01-10,19.77328610456658,20.253707831856154,18.456449508666992,18.456449508666992,40231851,0.0,0.0
2000-01-11,18.73295267379105,18.87120278811013,16.980627059936523,16.980627059936523,25115258,0.0,0.0
2000-01-12,16.728316241019563,17.315880851130327,16.323933168871367,16.85965347290039,17795653,0.0,0.0
2000-01-13,17.00481944147769,17.658054181287394,16.797443577589142,16.832006454467773,22647936,0.0,0.0
2000-01-14,16.86657055889326,16.963346341720108,16.351587289117663,16.500205993652344,15914921,0.0,0.0
2000-01-17,17.620031497374548,17.620031497374548,16.106187901641242,16.46909523010254,22015539,0.0,0.0
2000-01-18,16.520943885086325,16.79744411418167,16.323936598491343,16.55204963684082,11700589,0.0,0.0
2000-01-19,16.590066508304922,17.039379645085667,16.520940765392645,16.780160903930664,16006948,0.0,0.0
2000-01-20,16.797443885348926,16.866569640372695,16.24444203730854,16.348129272460938,6561709,0.0,0.0
2000-01-21,16.382687624235214,16.47946337505742,16.175311813834984,16.25135040283203,12414362,0.0,0.0
2000-01-24,16.59006727892426,16.866567468650945,15.760563914978047,15.864251136779785,19110590,0.0,0.0
2000-01-25,15.802042595969358,15.802042595969358,15.345815061219664,15.691442489624023,20021592,0.0,0.0
2000-01-26,15.691442489624025,15.691442489624025,15.691442489624025,15.691442489624023,0,0.0,0.0
2000-01-27,15.760567522340173,16.182230757531652,15.622315998450011,15.829691886901855,15465508,0.0,0.0
2000-01-28,15.967938649654206,17.094680786132812,15.967938649654206,17.094680786132812,36928691,0.0,0.0
2000-01-31,17.350448515632227,17.834324647270353,16.800902352526634,16.90804672241211,35598906,0.0,0.0
2000-02-01,17.067033742897554,17.308972503546496,16.83200783766906,17.281322479248047,18995521,0.0,0.0
2000-02-02,17.350442605052717,17.626942758258494,16.873478094044128,16.952972412109375,22764711,0.0,0.0
2000-02-03,17.067032879124493,18.24907659824679,17.067032879124493,17.661510467529297,55316467,0.0,0.0
2000-02-04,17.83432316686933,18.30437494581093,17.350447075397046,17.419572830200195,34292904,0.0,0.0
