Datetime,open,high,low,close,volume
2021-06-14 09:15:00+05:30,114.30000305175781,114.6500015258789,114.30000305175781,114.6500015258789,0
2021-06-14 09:16:00+05:30,114.55000305175781,114.55000305175781,114.1500015258789,114.1500015258789,41385
2021-06-14 09:17:00+05:30,113.75,113.80000305175781,112.5,112.69999694824219,108946
2021-06-14 09:18:00+05:30,112.44999694824219,113.25,112.44999694824219,113.0999984741211,33476
2021-06-14 09:19:00+05:30,113.0,113.5,113.0,113.5,48290
2021-06-14 09:20:00+05:30,113.1500015258789,113.3499984741211,112.69999694824219,112.69999694824219,18521
2021-06-14 09:21:00+05:30,112.69999694824219,112.9000015258789,111.6500015258789,111.6500015258789,85422
2021-06-14 09:22:00+05:30,111.44999694824219,112.0999984741211,110.5,110.69999694824219,167186
2021-06-14 09:23:00+05:30,110.80000305175781,111.44999694824219,110.80000305175781,111.44999694824219,44611
2021-06-14 09:24:00+05:30,111.44999694824219,111.44999694824219,110.55000305175781,110.55000305175781,52342
2021-06-14 09:25:00+05:30,110.80000305175781,110.8499984741211,109.5,110.0999984741211,75904
2021-06-14 09:26:00+05:30,110.25,111.1500015258789,110.25,111.1500015258789,35155
2021-06-14 09:27:00+05:30,110.8499984741211,111.19999694824219,110.8499984741211,111.0,6188
2021-06-14 09:28:00+05:30,111.0999984741211,111.30000305175781,111.0,111.25,20884
2021-06-14 09:29:00+05:30,111.0999984741211,111.55000305175781,110.80000305175781,110.80000305175781,39591
2021-06-14 09:30:00+05:30,110.75,111.0,110.55000305175781,110.69999694824219,32638
2021-06-14 09:31:00+05:30,110.69999694824219,111.30000305175781,110.69999694824219,111.25,15546
2021-06-14 09:32:00+05:30,111.0999984741211,111.0999984741211,110.5,110.5,43877
2021-06-14 09:33:00+05:30,110.44999694824219,110.5,110.30000305175781,110.3499984741211,13779
2021-06-14 09:34:00+05:30,110.4000015258789,110.5,110.30000305175781,110.44999694824219,28095
2021-06-14 09:35:00+05:30,110.4000015258789,110.8499984741211,110.1500015258789,110.8499984741211,20813
2021-06-14 09:36:00+05:30,110.80000305175781,111.30000305175781,110.69999694824219,111.19999694824219,19961
2021-06-14 09:37:00+05:30,111.3499984741211,111.5999984741211,111.30000305175781,111.44999694824219,12122
2021-06-14 09:38:00+05:30,111.55000305175781,111.69999694824219,111.3499984741211,111.44999694824219,13215
2021-06-14 09:39:00+05:30,111.44999694824219,111.55000305175781,111.4000015258789,111.55000305175781,6194
