Datetime,open,high,low,close,volume
2021-06-14 09:15:00+05:30,1496.949951171875,1519.0,1492.0,1517.0,0
2021-06-14 09:16:00+05:30,1517.050048828125,1530.0,1511.300048828125,1519.75,4366
2021-06-14 09:17:00+05:30,1520.0,1521.1500244140625,1516.0,1516.0,1282
2021-06-14 09:18:00+05:30,1516.0,1520.0,1515.0,1515.0,460
2021-06-14 09:19:00+05:30,1518.5,1520.0,1515.0,1519.699951171875,1090
2021-06-14 09:20:00+05:30,1519.699951171875,1519.699951171875,1516.050048828125,1516.050048828125,375
2021-06-14 09:21:00+05:30,1516.550048828125,1516.75,1512.199951171875,1515.0,957
2021-06-14 09:22:00+05:30,1514.5999755859375,1514.949951171875,1510.25,1510.3499755859375,348
2021-06-14 09:23:00+05:30,1512.25,1518.8499755859375,1511.0,1518.0,777
2021-06-14 09:24:00+05:30,1517.0999755859375,1519.0,1517.0999755859375,1519.0,252
2021-06-14 09:25:00+05:30,1519.0,1519.949951171875,1515.050048828125,1515.0999755859375,1618
2021-06-14 09:26:00+05:30,1516.0,1516.9000244140625,1511.0,1515.0,491
2021-06-14 09:27:00+05:30,1510.25,1514.949951171875,1508.0,1509.550048828125,655
2021-06-14 09:28:00+05:30,1508.8499755859375,1508.8499755859375,1502.0999755859375,1508.3499755859375,836
2021-06-14 09:29:00+05:30,1506.8499755859375,1506.8499755859375,1502.0999755859375,1505.699951171875,608
2021-06-14 09:30:00+05:30,1504.3499755859375,1505.75,1500.0,1500.0,1652
2021-06-14 09:31:00+05:30,1500.0,1500.0,1488.0,1488.0,1918
2021-06-14 09:32:00+05:30,1486.0,1489.5999755859375,1486.0,1487.0,636
2021-06-14 09:33:00+05:30,1489.6500244140625,1489.9000244140625,1484.4000244140625,1484.4000244140625,991
2021-06-14 09:34:00+05:30,1481.199951171875,1488.0,1480.5,1485.6500244140625,515
2021-06-14 09:35:00+05:30,1484.0,1487.8499755859375,1483.0,1487.8499755859375,336
2021-06-14 09:36:00+05:30,1490.0,1491.199951171875,1486.449951171875,1491.1500244140625,355
2021-06-14 09:37:00+05:30,1493.0,1504.699951171875,1493.0,1500.050048828125,977
2021-06-14 09:38:00+05:30,1500.0,1500.0,1496.6500244140625,1496.6500244140625,80
2021-06-14 09:39:00+05:30,1498.5,1498.949951171875,1496.0999755859375,1498.5,274
2021-06-14 09:40:00+05:30,1496.199951171875,1496.300048828125,1491.25,1494.449951171875,297
2021-06-14 09:41:00+05:30,1490.699951171875,1498.0,1490.0,1498.0,160
2021-06-14 09:42:00+05:30,1492.25,1498.3499755859375,1492.25,1495.75,282
2021-06-14 09:43:00+05:30,1497.449951171875,1498.5,1492.9000244140625,1493.699951171875,856
2021-06-14 09:44:00+05:30,1493.75,1493.75,1490.050048828125,1493.5999755859375,72
2021-06-14 09:45:00+05:30,1493.5999755859375,1493.5999755859375,1490.050048828125,1490.75,152
