totalInvestment,totalNetWorth,NumberOfTrades,totalBuy,totalSell,currentStocksInHandValue,profitPercent,name
129675.74782025814,130545.66629469395,1377,3810,3809,77.6500015258789,0.00730721427783935,FEDERALBNK
1348941.7173686028,1354985.9677329063,1208,3402,3399,6561.900146484375,0.009345215103421175,SUPREMEIND
245523.75841331482,245103.05467128754,1208,3402,3399,808.0500183105466,0.0015776325630825724,ZENSARTECH
14203589.435791016,13989582.14251709,1201,3392,3368,402272.390625,0.013254754947835444,NESTLEIND
2308913.677280426,2342929.900735855,1380,3815,3809,10017.900146484375,0.019071359849961746,PEL
109627.26905632019,108279.16549015045,865,2379,2368,486.200008392334,-0.007862127417719475,CORDSCABLE
247681.47587013245,241451.60322475433,927,2604,2560,1507.0,-0.019068332134190246,AUTOIND
99091.6340751648,90701.89855575562,275,794,765,14134.599822998047,0.05797527063920621,LAURUSLABS
218262.33762550354,217362.80591392517,1061,3001,2974,3157.6499176025395,0.010345890319834608,ASTRAMICRO
6621791.060546875,6847442.4404296875,259,746,744,30382.0,0.03866527613779276,TASTYBITE
3423.449996948242,1373.6999816894531,8,17,7,2195.0,0.04242795567941427,LXCHEM
261789.589758873,258207.78749370575,1209,3402,3401,211.0,-0.012875998118458368,WSTCSTPAPR
341409.53519669175,343133.84792786837,1380,3815,3809,1698.2999267578125,0.010024947475361527,VEDL
1430169.8741607666,1421035.899597168,1208,3402,3399,3754.349853515625,-0.0037615284780346866,VTL
221979.41022849083,228551.75121951103,1209,3402,3401,10.25,0.0296540610872176,BAJAJHIND
144250.7792301178,146722.9685807228,602,1762,1748,1524.6000213623047,0.027707228988977515,MINDACORP
366729.3719968796,374763.7755012512,1208,3402,3399,396.3000183105469,0.02298889635366846,INDIANCARD
96680.25018310547,93333.59942626953,48,115,108,8683.850341796875,0.05520465218959057,ROSSARI
387073.4257411957,387372.10677337646,826,2286,2284,269.10000610351557,0.0014668561583556772,TATAMTRDVR
70551.85285186768,67474.58567810059,241,701,674,2747.25,-0.004677654241909162,STARCEMENT
459981.5631713867,457286.30757141113,301,873,855,9561.60021972656,0.014927434422393604,DBL
987249.1143722534,1002936.9366149902,954,2685,2684,980.9500122070312,0.01688405895967074,TECHM
633874.764717102,639088.4684638977,857,2363,2355,3990.800048828125,0.01452101315270335,NESCO
6792191.615501404,6819323.429588318,1208,3402,3399,15896.8505859375,0.00633501925573623,BLUEDART
409223.4751844406,395529.9522409439,754,2129,2118,507.09998321533203,-0.03222303645786238,MMTC
41753.90879148245,41779.4588149786,990,2799,2798,26.5,0.0012465904391391702,ORIENTABRA
285808.2818392515,279725.10015654564,919,2567,2535,7044.799804687501,0.0033645565334683623,LAOPALA
1989760.565071106,2019375.0363464355,1380,3815,3809,14467.19970703125,0.02215425903808961,HINDUNILVR
8901401.552947998,8850561.108764648,1201,3392,3368,166963.1953125,0.013045445757998913,WABCOINDIA
260382.2579512596,259656.92801380157,1322,3718,3717,222.8999938964844,-0.0019295859384382585,STLTECH
344479.78399658203,334255.0178833008,99,258,244,23707.600341796875,0.03913969659435633,IRCTC
509686.1879386902,509607.2025985718,1380,3815,3809,3091.5,0.005910528343067372,WIPRO
26223.369956970215,25044.424481391907,311,905,884,402.14999198913574,-0.029622260024695982,SETCO
76009325.31463623,75940964.24987793,1208,3402,3399,232338.609375,0.0021573345630674077,MRF
381055.07451820374,384935.6074695587,1348,3744,3735,1298.7000274658203,0.013591822613487802,WELCORP
39301.150097846985,40278.74983501434,631,1821,1820,6.8499999046325675,0.025048878585512985,FCONSUMER
1317395.7361450195,1293702.3067626953,358,1070,1050,39605.0,0.012078049276397709,LUXIND
26852.751998901367,23352.69270324707,40,97,88,2551.0501098632812,-0.03534122632309131,UNIDT
1657700.4371032715,1686613.1145019531,661,1894,1892,2197.89990234375,0.018767309584226927,SYMPHONY
290521.98146629333,291190.1904115677,1380,3815,3809,539.6999816894531,0.004157719566923541,EIHOTEL
2061825.1957321167,2061062.1742858887,990,2799,2798,1829.0,0.0005170072399825646,AIAENG
276293.87250709534,274948.8706436157,1201,3392,3368,3016.799926757813,0.006050796740833497,CASTROLIND
1820758.7180261612,1828135.1795797348,1208,3402,3399,7421.69970703125,0.00812746967189984,SUNDARMFIN
113089.99983787537,117092.19985580444,346,1029,1023,1085.3999633789065,0.044987178252732456,JSLHISAR
145206.33012723923,146758.2277712822,1208,3402,3399,39.75,0.010961282766724175,SAKHTISUG
12937.404715538025,12510.733607769012,623,1790,1789,1.8999999761581419,-0.03283279120755166,VIKASECO
401138.6640110016,392742.8638725281,737,2063,2059,340.0,-0.02008233277222206,ISFT
153931.57742595673,153880.3452603817,1208,3402,3399,377.0999908447266,0.0021169654122881066,BALMLAWRIE
1177848.4859704971,1168639.4216914177,1208,3402,3399,3432.150146484375,-0.0049046326428268325,BBTC
716089.0931425095,714068.642074585,1208,3402,3399,1268.3999633789065,-0.0010502200239432037,LICHSGFIN
202782.2270565033,203651.76848077774,1208,3402,3399,657.1500091552734,0.007528724068132067,CHAMBLFERT
148676.99785614014,139429.9725265503,208,606,574,10529.599609375,0.008626581773101008,NEWGEN
1411613.8671360016,1409299.3686733246,1380,3815,3809,2225.1000366210938,-6.333065163017071e-05,RIIL
540220.6126403809,531457.0320091248,878,2402,2379,17658.25,0.016464883346954003,ADANIPORTS
1490751.9451351166,1477250.4807920456,1208,3402,3399,6825.75,-0.004478085280959282,HEG
666612.2559162974,677763.0732342601,1209,3402,3401,1696.0,0.019271798866499906,AARTIIND
122351.1438164711,120350.71931219101,1209,3402,3401,131.25,-0.015277131426608364,ALEMBICLTD
4849305.100219727,4850796.061431885,1208,3402,3399,8582.400146484375,0.002077279352496535,HEROMOTOCO
624300.8364715576,608927.2753295898,884,2421,2398,25623.151123046875,0.016417709832022724,BAJAJELEC
144752.29180526733,146022.79836893082,1208,3402,3399,63.75,0.009217515985573715,RAJSREESUG
86411.22010803223,84404.86078643799,394,1179,1164,1098.75,-0.010503373525562253,ZENTEC
581764.8518872261,582055.0539574623,1209,3402,3401,575.2000122070312,0.0014875461789001197,CHOLAHLDNG
178319.3511390686,176529.51350021362,703,1984,1960,1893.6000366210938,0.0005818908441697421,ASHOKA
414663.863155365,416832.5959863663,1188,3361,3339,760.0999832153321,0.007063149395102335,UNIONBANK
25251.936334967613,25109.969878196716,1208,3402,3399,8.85000014305115,-0.005271534620634726,CREATIVEYE
249764.40077781677,247939.68543434143,1125,3170,3155,1472.2500228881836,-0.0014111911845303415,JSL
54576.871861219406,54501.817153692245,1206,3402,3399,60.44999885559082,-0.0002675988596178131,MOTOGENFIN
394864.30194091797,378990.0453186035,240,692,674,11538.899780273438,-0.01097935878409616,ERIS
2347265.3200035095,2323453.336063385,1193,3377,3350,61920.45263671875,0.016235262529477178,SKFINDIA
566748.0708808899,564632.5283164978,902,2488,2482,2703.299926757813,0.001037069895010279,THEMISMED
622580.0986022949,617002.001159668,307,897,881,10208.7998046875,0.0074379222407792486,QUESS
32779.52004528046,32747.21994495392,462,1372,1369,71.37000274658203,0.0011918997705297142,CPSEETF
663918.0114269257,664700.1888575554,1201,3392,3368,17504.3994140625,0.027543426341740312,COROMANDEL
76148.05690300465,75926.1528904438,1380,3815,3809,113.10000228881836,-0.001428848150526253,ALOKINDS
382773.424949646,379895.07875823975,556,1639,1626,3309.8000793457027,0.0011271782726196603,INDUSTOWER
466543.60716724396,468023.56008815765,1209,3402,3401,419.0499877929688,0.00407036529819156,EIDPARRY
146474.04870224,148231.73976135254,1088,3071,3065,708.3000183105468,0.016835685906628345,JKTYRE
234224.68481445312,235635.49700164795,692,1960,1953,1232.3500213623047,0.011284729492329022,MOIL
9149.537899017334,8896.3988571167,89,235,226,378.0,0.013646695546534145,MGEL
803740.1135369539,807661.2973941565,1209,3402,3401,510.70001220703125,0.0055140757500661865,GODREJIND
178438.64956855774,179729.61107826233,876,2397,2379,1098.8999862670898,0.013393183044985293,EDELWEISS
457444.41604423523,455422.68853378296,1208,3402,3399,1316.25,-0.0015422147166051542,UFLEX
400763.3432626724,406623.2027349472,1380,3815,3809,3774.0,0.024038774090075543,TATACONSUM
2465.6999740600586,1165.75,15,32,16,1189.5999755859375,-0.0447540250780865,SMCGLOBAL
287867.87030124664,281856.35368824005,974,2749,2712,12864.900451660156,0.023807394105780776,CENTURYPLY
2342053.860321045,2309191.239654541,937,2630,2616,15697.5,-0.00732908877857785,BBL
538897.4483594894,555665.9619436264,1208,3402,3399,4366.7999267578125,0.03921954645588851,JBCHEPHARM
124732.01528549194,124707.56789255142,1380,3815,3809,456.0,0.0034598383267657688,NATIONALUM
661054.85770607,665902.4650697708,1208,3402,3399,1888.2000732421875,0.010189483305995234,UPL
17510.942428588867,18215.82745361328,36,89,88,208.1999969482422,0.05214368248289866,MAZDOCK
131469.5115261078,132111.5819272995,1015,2867,2865,107.19999694824219,0.0056991951171215865,IDFC
239502.9123196602,234466.5881652832,1030,2905,2895,2666.000061035156,-0.009896848728829647,IIFL
71312.75587463379,72288.89085388184,157,457,456,171.0,0.016085971789741013,GRSE
83522.82026672363,76889.70248413086,108,286,283,921.4499816894531,-0.06838451793969065,SWSOLAR
11081.2770652771,11098.14203453064,161,465,458,192.5,0.01889357770049626,AARON
112921.68673324585,109481.6848449707,340,1009,988,6101.549743652344,0.02356985564397877,SEQUENT
2206.196559906006,2193.8500003814697,35,89,88,25.70000076293945,0.006052697878820117,KHAICHEM
1683743.488767624,1693300.0609054565,1380,3815,3809,12171.900146484375,0.012904858981946625,NILKAMAL
1298034.8108444214,1311757.6650009155,1208,3402,3399,5538.599853515625,0.014838934864527595,MPHASIS
8892975.49484253,8920431.875320435,1145,3236,3228,53624.3984375,0.009117395967460832,MARUTI
400531.2938888073,395971.61374652386,1201,3392,3368,7185.599853515625,0.006556091250041438,ASAHIINDIA
342346.85654592514,342699.5758700371,1206,3402,3399,108.75,0.0013479584091055713,PNB
58867.34996318817,58539.05047035217,311,905,884,499.79998397827154,0.002913338060053973,ADHUNIKIND
1121823.7018680573,1113793.2157888412,1208,3402,3399,2813.700073242187,-0.004650272584976445,BIRLACORPN
,1103002.2940692902,1208,3402,3399,1963.5,,CESC
149903.34337615967,146311.86898040771,226,657,634,4689.6998596191415,0.007326223946262209,GICRE
226276.26092338562,227738.62290000916,1380,3815,3809,233.40000915527344,0.0074942107442414075,IDBI
298553.9599804878,298174.3256597519,1175,3324,3295,2789.799911499024,0.008072797262245692,GENESYS
89570.60429382324,86192.80825042725,193,559,539,4003.9999389648438,0.00699117640777188,MIDHANI
308118.84449386597,307803.1143989563,902,2488,2482,1283.3999633789065,0.003140573469496127,GUJAPOLLO
1313970.4337539673,1322554.8072013855,1380,3815,3809,6264.900146484373,0.01130107132736521,TATAINVEST
275847.78929519653,275513.4052219391,1114,3132,3120,4865.400146484375,0.01642578352650162,IFGLEXPOR
3191341.2603149414,3184304.544670105,1208,3402,3399,17590.5,0.003307005893228122,PGHL
277438.23877334595,277763.6632194519,864,2375,2368,845.9499893188477,0.0042221088217827205,HERCULES
