totalInvestment,totalNetWorth,NumberOfTrades,totalBuy,totalSell,currentStocksInHandValue,profitPercent,name
5966216.405639648,5874919.48210144,885,25591,25356,105879.24713134767,0.002444149290219427,THEMISMED
5965336.286224365,6000069.393280029,290,8509,8338,109106.54791259766,0.024112581096295917,QUESS
301651.53028202057,297885.8598203659,442,12910,12867,1022.9700393676758,-0.009092280817282038,CPSEETF
7407859.165474892,7221065.166577339,1212,35361,35000,263295.34118652344,0.010327051389625969,COROMANDEL
810207.1488364935,802272.1862136126,1387,40007,39882,2356.250047683716,-0.006885538572707719,ALOKINDS
3639474.755645752,3631065.0015716553,533,15825,15631,49392.401184082024,0.011260593866301953,INDUSTOWER
5197995.2225039005,5142536.025121689,1224,35834,35500,139962.6959228516,0.016256940401713972,EIDPARRY
1597527.8948435783,1599839.0972805023,1088,31992,31954,4485.900115966796,0.004254762984001801,JKTYRE
2402988.5737686157,2343902.6887435913,665,19537,19349,33097.40057373047,-0.010815067843013549,MOIL
91332.97872161865,71249.69292831421,83,2360,1842,21756.0,0.018314460232310616,MGEL
9081324.244890928,8981300.556294799,1224,35834,35500,170573.80407714844,0.007768703503865076,GODREJIND
1993393.4319343567,2007000.6083068848,850,24609,24557,3174.5999603271484,0.008418697515507745,EDELWEISS
5111684.581316948,5057186.021223068,1224,35834,35500,146542.5,0.018006576587792235,UFLEX
4474031.438752174,4477473.5505981445,1387,40007,39882,78625.0,0.018342989531798866,TATACONSUM
19915.89981842041,18360.94985198975,12,260,259,74.3499984741211,-0.07434260974676715,SMCGLOBAL
3111741.434179306,3096028.003399849,964,28084,27942,49373.40173339844,0.010817084795099264,CENTURYPLY
22849344.03076172,22382613.9118042,914,26393,26392,1121.25,-0.02037734073812699,BBL
6504804.218764305,6207911.18113327,1224,35834,35500,486170.3918457031,0.029098086252721166,JBCHEPHARM
1333703.7112822533,1328859.2110562325,1387,40007,39882,9500.0,0.003490655184203756,NATIONALUM
7395437.95730114,7332457.3657102585,1224,35834,35500,210219.60815429688,0.019909438415077762,UPL
217895.8271484375,3176020.345840454,33,1076,674,83696.39877319336,13.959977835615115,MAZDOCK
1351766.7206039429,1365414.390329361,995,29146,29027,6378.39981842041,0.014814737808378095,IDFC
2632948.710563183,2667170.651029587,1014,29646,29506,37324.00085449218,0.02717331372003544,IIFL
688742.052230835,679260.9190368652,158,4633,4566,11457.0,0.0028688052364893974,GRSE
764956.1794433594,713884.6634979248,103,2855,2847,2457.199951171875,-0.06355176584054552,SWSOLAR
116401.95906829834,110451.44292449951,164,4780,4578,5555.0,-0.0033978478280314917,AARON
979268.1374969482,988054.2366905212,311,9206,9184,6392.0997314453125,0.015499533114407708,SEQUENT
24821.399782180786,15853.050058364868,32,1053,674,9740.300289154051,0.03110020273281751,KHAICHEM
18613462.47056198,18497727.9539299,1387,40007,39882,253581.2530517578,0.007405754659440095,NILKAMAL
15133342.446552277,14819701.657539368,1224,35834,35500,616630.7836914062,0.020021353230364875,MPHASIS
95889043.20631409,96051541.69589233,1148,33543,33374,1132815.4169921875,0.013508466277877522,MARUTI
4384199.682989001,4350573.158125043,1213,35361,35269,27544.799438476562,-0.0013871917032153697,ASAHIINDIA
3612340.90337801,3590505.9917607307,1218,35568,35417,5473.75,-0.004529240748562583,PNB
538443.0501127243,533244.9016637802,291,8558,8338,5235.999832153321,7.029783967181718e-05,ADHUNIKIND
12470729.885456085,12294908.135290146,1224,35834,35500,313258.6081542968,0.01102075493982453,BIRLACORPN
12272552.375084877,12180257.209361076,1224,35834,35500,218603.0,0.010291896128520356,CESC
1482082.5363693237,1428770.287689209,212,5977,5924,10806.699676513674,-0.02867960991411953,GICRE
2473466.441055298,2456642.4659194946,1388,40007,39898,4240.100166320801,-0.005087546271342798,IDBI
3198856.554553032,3154287.932490349,1179,34241,34176,6252.999801635743,-0.011977911984365647,GENESYS
861953.9118270874,858276.3559951782,187,5392,5356,7207.199890136719,0.004094933626724586,MIDHANI
3239752.9407043457,3251120.8806495667,885,25591,25356,50266.498565673835,0.019024425516068828,GUJAPOLLO
14360499.748081207,14329842.84412384,1388,40007,39898,113812.35266113278,0.005790567888480118,TATAINVEST
2988134.580745697,3016210.2342557907,1118,32837,32781,22705.20068359375,0.01699416569819119,IFGLEXPOR
37444183.09867859,35726072.51062012,1224,35834,35500,1958409.0,0.006417509798738498,PGHL
2800039.9739227295,2767751.5440559387,833,24196,24046,18127.499771118164,-0.005057402832658058,HERCULES
1745970.6657381058,1770165.306895256,1091,32025,32003,2918.2998657226562,0.015528864003800992,DATAMATICS
1775189.9796295166,1745564.697766304,866,24836,24823,213.19999504089355,-0.016568413637795553,CENTRALBK
9775658.482406616,9759588.870315552,1224,35834,35500,100433.80407714844,0.008630026523319668,MAHSEAMLES
29766480.422172546,29531771.327251434,1387,40007,39882,432656.25,0.006650002024809102,BRITANNIA
7595912.678977013,7597804.020031929,1388,40007,39898,32999.75,0.004593403390679232,TATAMOTORS
3649348.635196686,3532232.1515541077,1224,35834,35500,190012.60815429688,0.019975105641774325,CHOLAFIN
3935164.429973364,3899483.644511223,1224,35834,35500,96910.09796142578,0.01555953088844605,RALLIS
28420088.553770304,27403684.070462704,1224,35834,35500,1834929.134765625,0.028800918403522596,BAJFINANCE
2493173.155541897,2491102.253608465,601,17720,17694,630.5,-0.0005777384255200481,FLEXITUFF
6034150.26982975,5891677.9636154175,1224,35834,35500,241832.69592285156,0.016466343273768416,SUNDRMFAST
1857001.008655548,1865861.7719631195,897,25964,25806,28519.0,0.020129102317846353,NCLIND
372010.8502511978,382267.3804798126,306,9099,8979,4751.999816894531,0.040344334138036377,INFIBEAM
4036799.7469625473,4118420.659348488,676,20011,19871,252427.0068359375,0.08275067879530792,DEEPAKNTR
,20559342.448413372,1225,35834,35779,71370.75134277344,,SRTRANSFIN
41029813.49386215,40000126.5214386,1212,35361,35000,1150813.8852539062,0.0029521682531769913,SUNCLAYLTD
14394702.900894165,14722070.223625183,966,28097,28070,75047.85131835938,0.02795578184697236,JKCEMENT
1149482.1044769287,1142012.058517456,175,5151,5098,12632.550323486326,0.004491156794792266,RITES
2205679.9959259033,2218112.756439209,285,8295,8220,33375.0,0.020768089930505274,ADVENZYMES
12537416.653320312,12928773.603427887,851,24650,24557,760428.4409179688,0.09186784031146586,ALKYLAMINE
6913422.495834351,6919181.652641296,638,18771,18604,202353.89184570312,0.030102752837403823,MUTHOOTFIN
46712706.19847107,46096772.91113281,1222,35722,35500,1185180.2783203125,0.012186127443857822,PFIZER
425683.4350204468,359290.7957992554,120,3463,2958,74740.0,0.01960931549616829,IBMFNIFTY
5111247.390493393,4738493.130814552,628,18576,18024,486753.59326171875,0.022303622750663544,RELAXO
5921467.763012409,5862565.093726158,1223,35735,35500,256150.0,0.033310547081895105,POLYPLEX
0.0,0.0,0,0,0,0.0,0.0,ICICITECH
9179379.338443756,9159587.94657135,893,25845,25720,95362.50305175781,0.008232703801972292,PHOENIXLTD
965859.9813108444,955451.9580860138,1096,32248,32003,5965.750093460084,-0.004599293083187469,MAHABANK
23590989.105018616,23837636.420135498,914,26393,26392,4677.2998046875,0.0106534157513601,NAUKRI
1592912.5979614258,1564868.7997283936,188,5474,5356,39541.800720214844,0.0072182255962426976,BDL
2103730.607680559,2083508.2417330742,1387,40007,39882,11837.499618530275,-0.003985712951241092,IOC
236835.95911121368,226402.7495622635,241,6647,6520,5492.75,-0.020860259428046774,GLOBAL
3882106.8623657227,3917760.8799438477,187,5392,5356,34576.200439453125,0.0180907482734209,HAL
5067984.353220463,5041779.405545235,1219,35568,35445,33234.601501464844,0.0013870709410872025,DENORA
15599292.057058334,15627140.575979233,1224,35834,35500,87591.5,0.007400337047261346,GEPIL
8225805.364059448,8283146.145355225,419,12536,12508,19413.79931640625,0.009330950249265819,GULFOILLUB
374300.6721343994,354538.50870513916,162,4733,4578,13725.250473022461,-0.016128512197996082,IRCON
3389467.382015705,3402810.4020400047,1257,36871,36841,6429.000091552734,0.005833370818306562,APOLLOTYRE
2572373.1831054688,2515539.9312438965,210,5930,5764,202345.69189453125,0.05656739115017935,TIINDIA
4579147.4462890625,4649967.4767456055,214,6006,5951,55013.75,0.027479739827665644,SBILIFE
81885834.64462757,81572166.66149092,1224,35834,35500,2463216.5673828125,0.0262505547336103,TTKPRESTIG
3739578.1988391876,3655065.352791786,874,25178,24823,37612.248916625984,-0.012541681076580774,V2RETAIL
1825474.8695648313,1822696.741275072,910,26340,26326,2125.2000427246094,-0.0003576758343379436,BANCOINDIA
16169878.090787888,16160540.943065643,1387,40007,39882,58593.75,0.003046195030116994,CENTURYTEX
2287116.458125945,2239407.902076993,1224,35834,35500,73780.5979614258,0.011399525293013314,MOTHERSUMI
10806795.992980957,10436022.741210938,263,7443,7297,294949.19287109375,-0.0070163311075894935,SFL
1101400.4639053345,1065147.9445343018,207,5844,5764,12091.99951171875,-0.02193618093608372,NIACL
6720114.258392334,6731945.463439941,675,19912,19871,22353.200500488278,0.005086878620464663,OBEROIRLTY
6186229.665565968,6103619.555483818,1224,35834,35500,201468.80407714844,0.019213430541803973,CADILAHC
44522771.14770508,43523476.931152344,493,14536,14248,1250150.34375,0.005634333190201616,IDBIGOLD
1354431.4483933449,1376480.3364524841,900,26123,25863,2158.000049591064,0.01787236123130856,IDEA
6480794.501358032,6569618.425613403,270,7748,7513,86397.74856567383,0.027037066641185385,PNBHOUSING
2943466.2050027847,2938974.4844374657,903,26211,26083,67040.0,0.021249871776469663,MINDAIND
1368392.1358947754,1345662.0201416016,95,2661,2657,3418.60009765625,-0.014112559659581796,FLUOROCHEM
11442332.367736816,11249143.942565918,274,7886,7741,365602.98583984375,0.01506813079080723,LTTS
61137587.488098145,60972795.56643677,1387,40007,39882,646837.5244140625,0.007884602951441728,DRREDDY
5045454.099380493,5043321.6118068695,902,26123,26083,16380.0,0.0028238315413722077,TIIL
2609966.5620536804,2533703.5325546265,831,24151,23962,34917.75,-0.015841306206820126,NMDC
4311707.163816214,4199038.293192387,1200,34871,34710,2374.75,-0.025580151070882944,DHFL
1511788.7841973305,1509607.3267745972,894,25845,25745,1185.0000381469727,-0.000659124736869505,DISHTV
1273808.2990264893,1243634.0997495651,949,27648,27544,5085.600158691405,-0.0196957416099477,SANGHIIND
6266807.543275379,6124997.38938354,1224,35834,35500,197477.5,0.008882887454856495,KANSAINER
3730071.0078125,3742796.681930542,353,10316,10227,45835.0,0.01569961375946698,UTISENSETF
10047232.414340496,10052387.667985916,1387,40007,39882,126631.2484741211,0.013116696885745495,AUROPHARMA
17432944.64896393,17435859.49346161,1224,35834,35500,191398.69592285156,0.011146340697644596,WOCKPHARMA
2617238.0481256694,2553928.5112764835,1224,35834,35500,105894.69592285156,0.01627103010525276,BALRAMCHIN
5222864.742240906,5255799.50100708,685,20195,20099,25670.399414062507,0.011220883762555926,BAJAJCON
1634177.449356079,1602739.620414734,370,10928,10756,38192.600524902344,0.004133438254345473,PNCINFRA
25437988.89265442,25037112.814422607,1224,35834,35500,818867.7836914062,0.01643179054851682,BASF
136003.39721679688,81984.15051269531,8,224,132,66341.19775390625,0.09060031809472245,ANURAS
1034610.297416687,1175351.1675720215,155,4577,4561,20964.80078125,0.15629621253562478,ATGL
64780948.297073364,64830163.9621582,1222,35722,35500,791452.2216796875,0.012977085221250236,OFSS
64171.15197753906,12640.950256347656,4,107,21,54330.5,0.04363796180234918,LODHA
12300333.936218262,12312922.719177246,389,11830,11617,197280.60260009766,0.017062088447950412,GRPLTD
383099.70048332214,378937.17956638336,748,21813,21748,1585.9999752044678,-0.00672545799039715,NHPC
11641005.487560272,11724451.1162014,1388,40007,39898,74060.0513305664,0.013530247034073434,SUNPHARMA
35206684.08140564,34929912.973285675,1223,35735,35500,832358.2385253906,0.01578072871392221,MAHSCOOTER
5722785.666442871,5779954.844360352,125,3568,3430,314039.6865234375,0.06486506503600219,METROPOLIS
4718677.463674009,4562328.731161594,1224,35834,35500,238960.30407714844,0.017507357135702978,BERGEPAINT
7617255.19194746,7600682.659013867,1388,40007,39898,52309.0993347168,0.004691528050537511,JINDALSTEL
4454610.818839073,4493633.023908615,844,24492,24321,49213.797912597656,0.01980779165016597,LGBBROSLTD
12274771.325889587,12127541.321411133,1224,35834,35500,245907.5,0.008039049600330863,INGERRAND
3172043.257597685,3198649.12408638,1137,33333,33034,18702.449771881104,0.014283637574000188,SUBEXLTD
17665550.55055821,17911634.791775584,1280,37735,37733,3560.699951171875,0.014131738518653653,KOTAKBANK
9453173.46282959,9703989.102172852,175,5151,5098,164718.69482421875,0.04395712569978588,FINEORG
1847500.9600553513,1778285.505850315,971,28246,28105,803.6999731063844,-0.03702934705369796,ANSALAPI
478950.65058612823,477427.65272426605,358,10447,10355,1738.7999649047852,0.0004505727318221807,BALKRISHNA
5124757.391593933,5134779.630836487,548,16168,16004,74177.19799804689,0.016429936249999215,MAYURUNIQ
7597714.653753281,7629022.770860672,1091,32025,32003,12606.0,0.005779911342905952,RKFORGE
2695482.1994657516,2684274.4388070107,1387,40007,39882,18781.25,0.002809697405072858,GAIL
936974.5588150024,958417.7095794678,224,6098,6092,3066.299926757813,0.026158074902503648,DYNPRO
2333434.315963745,2274244.6375427246,174,5151,5062,33917.90054321289,-0.010830293231275283,VARROC
2597314.6055469513,2589749.403945923,721,20912,20908,687.7999877929688,-0.0026478893232832713,HINDCOPPER
282819.7496109009,266488.5011520386,223,6098,6082,974.4000244140624,-0.05429906665137764,PALASHSECU
18007466.71697998,18242548.901031494,731,21254,21232,46600.39892578125,0.015642543585083227,ZYDUSWELL
3608948.8456344604,3566905.464241028,863,24783,24757,4711.199920654297,-0.010344336556040945,MAHINDCIE
1524863.8713304996,1508458.28949219,1224,35834,35500,34969.7989807129,0.012174343881729695,KCP
523939.9522705078,575319.3951721191,38,1239,1102,114196.34832763672,0.31602054875128516,HAPPSTMNDS
4736421.614413261,4671807.72687912,1224,35834,35500,110470.5,0.009681699856768153,UNICHEMLAB
6786418.089111328,6561334.065856934,161,4733,4566,369145.1418457031,0.02122785786252276,AAVAS
3232727.2330555916,3226901.155997753,1223,35735,35500,140377.2442626953,0.041621565169195664,SONATSOFTW
973322.6748657227,622066.698425293,33,1076,674,366684.30981445307,0.01585120101733158,GOODYEAR
837610.811835289,826029.2607793808,578,17081,16760,14124.0,0.0030353583169742487,NBCC
1634016.9731941223,1627927.075050354,617,18125,17851,23769.5,0.010819717387434593,L&TFH
143135.45025634766,85728.20056533813,33,1076,674,53908.20245361328,-0.024445706714371882,HEMIPROP
270482.34899520874,261993.75058174133,186,5392,5352,1413.9999389648438,-0.026155490370382287,LEMONTREE
4040578.692565918,4074663.8842773438,212,5977,5924,43820.399353027344,0.019280800348669903,MASFIN
752852.1189513206,749997.5414726734,875,25178,24960,31860.698669433594,0.038528311816655586,MEGH
1853906.7401733398,1780266.0112304688,70,1790,1679,191136.44458007812,0.06337736040930582,POWERINDIA
9723372.765975952,9809221.759170532,722,20912,20909,3739.2000732421875,0.009213695229427948,GODREJPROP
1171055.57736063,1159308.76183033,1224,35834,35500,41182.2010192871,0.025135771570577007,KANORICHEM
1969625.548943758,1928428.8347831964,985,28866,28415,2300.0999569892883,-0.019748227892571347,SUZLON
3359039.931965828,3350009.7446022034,1224,35834,35500,23563.70101928711,0.004326686776586492,BANKBARODA
,9240887.92688179,1224,35834,35500,191716.0,,CONCOR
1367375.7103535533,1361718.2089793086,979,28603,28388,31217.99934387207,0.01869310517664408,ICIL
92583201.47041321,91474871.84075928,1224,35834,35500,1869264.4326171875,0.008218929469688177,GILLETTE
3864324.6473112106,3763470.2514972687,1097,32302,32003,113963.84817504883,0.0033924303876043138,BIOCON
23113971.56537628,22888259.84540367,1224,35834,35500,448461.78369140625,0.009637031138883359,LT
9600592.956769466,9421294.912188053,1224,35834,35500,234501.39184570312,0.005749993517365557,GODREJCP
4581034.101164341,4580808.173632145,1236,36198,35920,58588.5,0.012740043225823226,SIYSIL
1840478.8043365479,1910004.3837394714,880,25360,25356,1151.199951171875,0.03840130035052095,SRHHYPOLTD
2035783.047958374,1992657.5298285484,1224,35834,35500,77888.79898071289,0.01707612256902834,EPL
2521593.869445801,2439211.2243118286,461,13315,13273,5915.700256347656,-0.030324845647895914,SREEL
713195.7072601318,711415.007876873,998,29257,29215,1071.0,-0.0009950976653873254,NECLIFE
1365450.085831821,1385566.1691234708,964,28084,27942,7192.300216674804,0.01999954724942478,VAKRANGEE
438219.951877594,435488.65106391907,199,5616,5601,608.9999771118164,-0.004843003673086804,ASTRON
3033183.744567871,2955055.89263916,99,2800,2707,111065.25,0.01085901839289382,IIFLWAM
1539012.5760040283,1538177.5683135986,209,5897,5764,46649.75,0.02976892003607019,NAM-INDIA
481320.2126841545,479768.8519062996,1328,38768,38667,1358.4499807357786,-0.0004007951298021427,TTML
0.0,0.0,0,0,0,0.0,0.0,EMAMIPAP
19125114.206181526,19015116.604794502,1222,35722,35500,205616.40270996094,0.0049996460304551574,INDUSINDBK
634196.7530407906,608123.4088754654,1212,35361,35000,12689.150550842285,-0.02110416609720805,HFCL
30915285.33457756,30455167.744831085,1224,35834,35500,618968.7836914062,0.005138273582979422,CRISIL
21199013.321697235,20801372.313336372,1272,37544,37005,644940.4763183594,0.011665612177543428,LUPIN
2591360.548655987,2580660.068269968,1388,40007,39898,15723.25,0.001938275095137307,SAIL
7999677.939365745,7768342.172461033,1224,35834,35500,334668.0,0.01291704914604112,HAVELLS
5569273.14786911,5568242.892795563,966,28097,28070,4171.5,0.0005640313992597985,M&MFIN
10343074.104162216,10117084.52780056,885,25591,25356,792267.2729492188,0.0547494575485719,NAVINFLUOR
6955045.305114746,7121267.19519043,103,2855,2847,42329.19921875,0.029985583147972443,AFFLE
2053042.2416992188,1125547.1853027344,34,1172,674,1099285.1513671875,0.0836758696345768,CAMS
3382722.2503471375,3489436.842737198,595,17485,17413,71625.59912109375,0.052720908875345224,POLYMED
1209863.4584960938,1214268.4937877655,901,26123,25932,9301.700145721436,0.011329158956855497,HSCL
2448177.2497751713,2454097.5858056545,1387,40007,39882,9375.0,0.006247642417185233,ENGINERSIN
3012645.964137256,3003055.155400932,1213,35361,35269,28506.200561523438,0.006278664021716872,HINDZINC
210648.1936352253,203458.2171920538,595,17485,17413,302.39998626708984,-0.03269705919639392,KANANIIND
260379219.05778503,258464658.2858429,1224,35834,35500,8260137.0390625,0.02437051731732904,3MINDIA
10691211.96363902,10494940.916350603,1222,35722,35500,210922.19458007815,0.0013703916208460828,IFBIND
1797366.8348903656,1763983.3225233555,1224,35834,35500,67935.5979614258,0.0192237249089573,PHILIPCARB
4262423.867003918,4178486.5676914454,1251,36779,36457,66380.29803466798,-0.004119018151553589,KRBL
4345003.834289551,4367612.717041016,147,4432,4283,243153.1036376953,0.06116496015304777,DALBHARAT
2807882.4508190155,2663442.2317271233,1136,33265,33034,180595.79718017578,0.012876457159998817,AARTIDRUGS
13913214.92184639,13875042.756166458,1224,35834,35500,279942.1081542969,0.017377000487122533,CUMMINSIND
3384688.348060608,3334623.498977661,743,21636,21467,20710.950515747067,-0.008672555800896467,OIL
4042603.354757309,4150121.9034519196,1063,31465,31458,550.8999786376953,0.026732637162157617,IBREALEST
4006211.574186325,3970815.0646305084,958,27945,27854,20966.39944458008,-0.0036019341075782738,SWELECTES
4077575.768603325,4009923.0953760147,1224,35834,35500,95807.90203857422,0.006904894086347764,HUHTAMAKI
3002885.4256210327,2978582.0834960938,1050,31128,30898,24161.500701904293,-4.7235043276862106e-05,NTPC
811042.8612308502,802809.8168621063,938,27206,27202,96.1999969482422,-0.010032570115279806,GMRINFRA
4904082.780002594,4902816.279259682,1387,40007,39882,55393.74923706055,0.011037180839373927,BPCL
1524580.2240905762,1515500.092376709,295,8666,8595,14603.990173339844,0.0036231996009050164,SETF10GILT
6040756.374624252,5964416.146080017,991,29002,28890,38029.5986328125,-0.006342025325231848,RML
24465661.76663971,24355726.012608528,1388,40007,39898,203072.45532226562,0.003806833519544579,SIEMENS
80938.31917667389,74431.53000831604,127,3642,3448,5461.099925994873,-0.012919581886552688,RVNL
230021.20087051392,220201.72193527222,203,5688,5682,226.79999542236328,-0.04170345560981291,SHRADHA
1228414.3334902525,1225534.6487830877,1220,35640,35445,10988.249702453613,0.006600838800252562,KEYFINSERV
1843798.3706359863,1761569.4806671143,316,9368,9205,29918.650497436523,-0.028370910997926543,QUICKHEAL
11542127.08190918,11357372.019087791,1224,35834,35500,281461.80407714844,0.008378589194996454,BLUESTARCO
1866869.2718868256,1868338.7568016052,829,24030,23962,8921.59979248047,0.005566048391143087,RECLTD
4952766.347320557,4990136.062240601,428,12649,12573,62377.0,0.020139596323579215,HATSUN
820202.2857384682,810511.0495023727,1224,35834,35500,8132.90012741089,-0.0018999411922895261,ORIENTHOT
1852818.17579031,1852786.7586874962,1387,40007,39882,5493.750095367432,0.0029481214422045388,MRPL
