token,symbol,name,exch_seg
524715,SUNPHARMA,SUNPHARMA,BSE
532889,KPRMILL,KPRMILL,BSE
960198,950KFIL022,950KFIL022,BSE
541850,HD110542DG,HD110542DG,BSE
956110,925TANGENDO,925TANGENDO,BSE
946831,ILFS17AUG10,ILFS17AUG10,BSE
952548,11EFCL25,11EFCL25,BSE
959035,735PFCL22A,735PFCL22A,BSE
960483,686NHPC32,686NHPC32,BSE
959037,1055JMCPI22,1055JMCPI22,BSE
540963,NXXXVIS01Z,NXXXVIS01Z,BSE
950747,965PGC2022,965PGC2022,BSE
954415,855BFL21B,855BFL21B,BSE
958358,94745MML22,94745MML22,BSE
532523,BIOCON,BIOCON,BSE
959234,7HDBFSL3020,7HDBFSL3020,BSE
936446,10KFLSRVI,10KFLSRVI,BSE
541084,DACE2RG,DACE2RG,BSE
936934,975MFL23,975MFL23,BSE
505720,HERCULES,HERCULES,BSE
500086,EXIDEIND,EXIDEIND,BSE
958463,927PCHFL28,927PCHFL28,BSE
542384,SDFSC40DR,SDFSC40DR,BSE
960030,841PSEP29,841PSEP29,BSE
506186,GCKL,GCKL,BSE
954166,117SCNL25,117SCNL25,BSE
538273,RESPONSINF,RESPONSINF,BSE
509243,TVSSRICHAK,TVSSRICHAK,BSE
959566,69IRFC35,69IRFC35,BSE
959622,135MFIL23,135MFIL23,BSE
958738,823IRFC29,823IRFC29,BSE
532527,RKFORGE,RKFORGE,BSE
540668,H1430D38RQ,H1430D38RQ,BSE
517370,INCAP,INCAP,BSE
958308,955LTMRL30,955LTMRL30,BSE
953550,862IIL26,862IIL26,BSE
440051,830GOI42-ML-FL,830GOI42-ML-FL,BSE
532493,ASTRAMICRO,ASTRAMICRO,BSE
542745,SFMP13GD,SFMP13GD,BSE
500112,SBIN,SBIN,BSE
542848,NIESSPM,NIESSPM,BSE
543032,UTCRFS1DFR,UTCRFS1DFR,BSE
960125,545NTPC25,545NTPC25,BSE
542459,KRANTI,KRANTI,BSE
500182,HEROMOTOCO,HEROMOTOCO,BSE
960189,SSFL29OCT20,SSFL29OCT20,BSE
890151,MOLDTEKPP,MOLDTEKPP,BSE
959682,94IFCIL23,94IFCIL23,BSE
541626,IPRU9347,IPRU9347,BSE
958817,0JMFCSL21,0JMFCSL21,BSE
958785,925JMFHLL22,925JMFHLL22,BSE
949547,1075STFC23B,1075STFC23B,BSE
810572,590TNSDL17,590TNSDL17,BSE
542964,06DRR,06DRR,BSE
972687,WBSEDCL4811,WBSEDCL4811,BSE
519136,NAHARINDUS,NAHARINDUS,BSE
530795,SUNCITYSY,SUNCITYSY,BSE
505324,MANUGRAPH,MANUGRAPH,BSE
541896,H1122D42RD,H1122D42RD,BSE
936548,0MFL22A,0MFL22A,BSE
504176,HIGHENE,HIGHENE,BSE
506975,RAJSPTR,RAJSPTR,BSE
538993,PUROHITCON,PUROHITCON,BSE
539529,UTRDPDA2P4,UTRDPDA2P4,BSE
539661,ACEMEN,ACEMEN,BSE
953438,840PGCIL29I,840PGCIL29I,BSE
936628,1004MFL24,1004MFL24,BSE
972727,IDBI15MAR12,IDBI15MAR12,BSE
936058,940SEFL24,940SEFL24,BSE
972730,DVC30MAR12A,DVC30MAR12A,BSE
960141,8PSPL24,8PSPL24,BSE
961727,820NHAI22,820NHAI22,BSE
952034,890LTFL25B,890LTFL25B,BSE
532932,MANAKSIA,MANAKSIA,BSE
540952,LAL,LAL,BSE
720286,ABFL23221,ABFL23221,BSE
935323,0IFCI24G,0IFCI24G,BSE
532307,MELSTAR,MELSTAR,BSE
957876,975FEL24,975FEL24,BSE
951594,879MMFSL25,879MMFSL25,BSE
542627,CHANDNIMACH,CHANDNIMACH,BSE
960350,745MFL23,745MFL23,BSE
955209,880RCL23,880RCL23,BSE
500264,MAFATIND,MAFATIND,BSE
957480,830ILFSL23D,830ILFSL23D,BSE
720520,JFARCL30321,JFARCL30321,BSE
720470,AFL22321,AFL22321,BSE
936926,925MFL21D,925MFL21D,BSE
950860,955ILFS24B,955ILFS24B,BSE
959255,JMFAR9DEC21,JMFAR9DEC21,BSE
511736,USHDI,USHDI,BSE
950204,1008IOT25B,1008IOT25B,BSE
526723,NTCIND,NTCIND,BSE
958936,7HPCL24,7HPCL24,BSE
500488,ABBOTINDIA,ABBOTINDIA,BSE
953876,920STFCL26,920STFCL26,BSE
958834,885HFSL29,885HFSL29,BSE
540253,SNTCL,SNTCL,BSE
519105,AVTNPL,AVTNPL,BSE
955260,IIFLW9NOV16,IIFLW9NOV16,BSE
956645,18PVPVL22,18PVPVL22,BSE
542533,H1126D44DG,H1126D44DG,BSE
519242,SRDAPRT,SRDAPRT,BSE
540922,KTKFMP215DD,KTKFMP215DD,BSE
539574,SCL,SCL,BSE
959461,755RECL30,755RECL30,BSE
540861,IPRU3018,IPRU3018,BSE
541308,NXXXVII3G,NXXXVII3G,BSE
531426,TNPL,TNPL,BSE
952906,870BFL25,870BFL25,BSE
532466,OFSS,OFSS,BSE
542804,NIESSPJ,NIESSPJ,BSE
532851,INSECTICID*,INSECTICID*,BSE
532144,WELCORP,WELCORP,BSE
524404,MARKSANS,MARKSANS,BSE
540358,RMC,RMC,BSE
959278,925MFL22A,925MFL22A,BSE
542713,TFFSP1FP,TFFSP1FP,BSE
957356,95DMTCL38,95DMTCL38,BSE
958067,975AKCFL25,975AKCFL25,BSE
523896,APIL,APIL,BSE
512169,CAPRICORN,CAPRICORN,BSE
543230,ADVAIT,ADVAIT,BSE
539724,HYPERSOFT,HYPERSOFT,BSE
719830,AFL41220,AFL41220,BSE
440033,892PF-ML-FL,892PF-ML-FL,BSE
949055,1065STFC23E,1065STFC23E,BSE
957012,918NRSS33,918NRSS33,BSE
955805,76IREDA27,76IREDA27,BSE
530755,CORNE,CORNE,BSE
543275,ANURAS,ANURAS,BSE
958279,0JFARCL22,0JFARCL22,BSE
954608,STFCL23DE11,STFCL23DE11,BSE
541805,IPRU3169,IPRU3169,BSE
531257,PRATIKSH,PRATIKSH,BSE
959723,1050CAGL23,1050CAGL23,BSE
959832,1196FMPL21,1196FMPL21,BSE
539470,SHREEGANES,SHREEGANES,BSE
542874,ABCRSPRDR,ABCRSPRDR,BSE
539532,UTDGRDA2P4,UTDGRDA2P4,BSE
953059,93ELR24R,93ELR24R,BSE
719883,KMPL141220,KMPL141220,BSE
973112,54BFL23,54BFL23,BSE
956759,975ML21,975ML21,BSE
509597,HARDCAS,HARDCAS,BSE
953437,840PGCIL26A,840PGCIL26A,BSE
533407,CNOVAPETRO,CNOVAPETRO,BSE
959608,85MHL23,85MHL23,BSE
542363,H1175D43DQ,H1175D43DQ,BSE
955119,760ABL23,760ABL23,BSE
956773,765ILFS22A,765ILFS22A,BSE
540756,KAARYAFSL,KAARYAFSL,BSE
516108,STHINPA,STHINPA,BSE
522287,KALPATPOWR,KALPATPOWR,BSE
959633,1007MCSL23,1007MCSL23,BSE
957836,115ESAF25,115ESAF25,BSE
532339,COMPUSOFT,COMPUSOFT,BSE
950353,1070SIL2021,1070SIL2021,BSE
961775,801REC23,801REC23,BSE
539871,THYROCARE,THYROCARE,BSE
952019,890LTF25,890LTF25,BSE
946873,UPL5OCT10D,UPL5OCT10D,BSE
531923,DHAMPURE,DHAMPURE,BSE
959759,105PDL23,105PDL23,BSE
501423,SHAILY,SHAILY,BSE
536034,KTKFMP110G,KTKFMP110G,BSE
960190,SSFL28OCT20,SSFL28OCT20,BSE
541758,IDFTP160RQ,IDFTP160RQ,BSE
542740,SFMP12DR,SFMP12DR,BSE
955420,IIFLW2DEC16,IIFLW2DEC16,BSE
504810,INFORTEC,INFORTEC,BSE
958657,IWFL12MAR19,IWFL12MAR19,BSE
958124,975MFL21,975MFL21,BSE
937305,0MFL23D,0MFL23D,BSE
951214,9IFC2034H,9IFC2034H,BSE
960132,8AKCFL22A,8AKCFL22A,BSE
959920,935MFL22B,935MFL22B,BSE
959177,FBRT723,FBRT723,BSE
539542,LUXIND,LUXIND,BSE
542930,IPRU9607,IPRU9607,BSE
973143,699GIL31,699GIL31,BSE
517166,SPELS,SPELS,BSE
502330,ANDHRAPAP,ANDHRAPAP,BSE
541321,H1146D40DD,H1146D40DD,BSE
959399,915STFCL22,915STFCL22,BSE
936488,0MFL22,0MFL22,BSE
935453,1025SEFL22I,1025SEFL22I,BSE
511074,WEIZFIN,WEIZFIN,BSE
951486,865PFC2024,865PFC2024,BSE
951325,1050ECL24,1050ECL24,BSE
950066,106STFC24B,106STFC24B,BSE
504220,WSIND,WSIND,BSE
541149,H1208D39RD,H1208D39RD,BSE
955357,865ILFSL21,865ILFSL21,BSE
532368,BCG,BCG,BSE
961822,891IIFCL34,891IIFCL34,BSE
500444,WSTCSTPAPR,WSTCSTPAPR,BSE
507450,THIRUSUGAR,THIRUSUGAR,BSE
957335,95DMTCL33,95DMTCL33,BSE
955630,1425VITP47,1425VITP47,BSE
961807,866NTPC33,866NTPC33,BSE
961744,812REC27,812REC27,BSE
541699,IDFTP159DG,IDFTP159DG,BSE
532726,GALLANTT,GALLANTT,BSE
542721,ARL,ARL,BSE
936774,10KFL24A,10KFL24A,BSE
960122,805HLFL22,805HLFL22,BSE
957842,EFCLC1D801A,EFCLC1D801A,BSE
517380,IGARASHI,IGARASHI,BSE
973136,MFSL30MAR21,MFSL30MAR21,BSE
949475,907RRVPN25,907RRVPN25,BSE
959752,AFPL7JULY20,AFPL7JULY20,BSE
957724,945ICFL21A,945ICFL21A,BSE
543025,UTCRFS1DQR,UTCRFS1DQR,BSE
959771,86VHFC22,86VHFC22,BSE
533398,MUTHOOTFIN,MUTHOOTFIN,BSE
958442,945NACL22,945NACL22,BSE
956903,735NHPC25,735NHPC25,BSE
530065,LORDSHOTL,LORDSHOTL,BSE
961763,717KPL2028,717KPL2028,BSE
541124,NXXXVIS7Z,NXXXVIS7Z,BSE
531092,OMINFRAL,OMINFRAL,BSE
937391,925KFL23A,925KFL23A,BSE
503806,SRF,SRF,BSE
912333,ICMMP61,ICMMP61,BSE
543234,SECMARK,SECMARK,BSE
936388,1020EFL22,1020EFL22,BSE
973001,74IHFCL31,74IHFCL31,BSE
538542,GOLDCOINHF,GOLDCOINHF,BSE
590030,SPIC,SPIC,BSE
542435,IPRU9486,IPRU9486,BSE
958714,1150GDL25,1150GDL25,BSE
935351,940IFCI25,940IFCI25,BSE
959206,786PFCL30,786PFCL30,BSE
542662,NXLI8Z,NXLI8Z,BSE
516016,SHREYANIND,SHREYANIND,BSE
947227,JSL30JUN09,JSL30JUN09,BSE
541708,H1133D41DG,H1133D41DG,BSE
959150,KMIL3JAN20,KMIL3JAN20,BSE
935670,739HUDCO31A,739HUDCO31A,BSE
957358,95DMTCL38B,95DMTCL38B,BSE
531396,WOMENNET,WOMENNET,BSE
956311,928FEL24B,928FEL24B,BSE
957220,94AKCFL24,94AKCFL24,BSE
500010,HDFC,HDFC,BSE
533156,VASCONEQ,VASCONEQ,BSE
953906,890MRHFL26,890MRHFL26,BSE
936624,1025MFL22,1025MFL22,BSE
543042,UTCRFS1RFP,UTCRFS1RFP,BSE
956150,848UPPCL27,848UPPCL27,BSE
541083,INFLAME,INFLAME,BSE
541493,IPRU9324,IPRU9324,BSE
973016,KMPL23FEB23,KMPL23FEB23,BSE
951381,913HPSEB24,913HPSEB24,BSE
532256,NSIL,NSIL,BSE
953536,970JMFCS21A,970JMFCS21A,BSE
540937,MEDICO,MEDICO,BSE
539016,NEIL,NEIL,BSE
953885,803PFC26,803PFC26,BSE
534741,VIRTUALG,VIRTUALG,BSE
954442,0IVEPL28,0IVEPL28,BSE
959078,75NABARD34,75NABARD34,BSE
541120,IPRU3069,IPRU3069,BSE
521034,SOMATEX,SOMATEX,BSE
804322,364TB22721,364TB22721,BSE
541799,SMEL,SMEL,BSE
513566,NOVIS,NOVIS,BSE
532925,KAUSHALYA,KAUSHALYA,BSE
949923,990ILFS24,990ILFS24,BSE
531582,BERYLSE,BERYLSE,BSE
955087,83000LTIL26,83000LTIL26,BSE
524336,SHHARICH,SHHARICH,BSE
531314,INTCAPM,INTCAPM,BSE
542157,H1232D43DG,H1232D43DG,BSE
539833,SICLTD,SICLTD,BSE
541747,D36MS241RR,D36MS241RR,BSE
957293,915DMTCL23,915DMTCL23,BSE
804391,364TB060122,364TB060122,BSE
955782,85ILFSFSL27,85ILFSFSL27,BSE
958517,95PCHFL22,95PCHFL22,BSE
937369,682PFCL31,682PFCL31,BSE
537800,MANGIND,MANGIND,BSE
960299,1045SRGHF23,1045SRGHF23,BSE
958514,895BFL26,895BFL26,BSE
958951,1050JMFCS21,1050JMFCS21,BSE
700062,SKSNFAB,SKSNFAB,BSE
960254,1050CIIPL22,1050CIIPL22,BSE
539083,INOXWIND,INOXWIND,BSE
541920,T55IC,T55IC,BSE
501111,ZGOLDINV,ZGOLDINV,BSE
961738,870LTFL22B,870LTFL22B,BSE
533230,HDFCMFGETF,HDFCMFGETF,BSE
542140,IPRU9439,IPRU9439,BSE
810671,678KARSDL32,678KARSDL32,BSE
957236,774PGCIL31,774PGCIL31,BSE
951165,22S1RMDL21,22S1RMDL21,BSE
959538,95BEL23,95BEL23,BSE
512481,POLYTEX,POLYTEX,BSE
535719,QUEST,QUEST,BSE
959953,95FSBFL22,95FSBFL22,BSE
541161,KARDA,KARDA,BSE
540966,IPRU3053,IPRU3053,BSE
959486,RIL19MAY20,RIL19MAY20,BSE
531778,KACHCHH,KACHCHH,BSE
936818,95IFL22A,95IFL22A,BSE
541536,D36MS233DG,D36MS233DG,BSE
956968,852NRSS22,852NRSS22,BSE
540779,NIVBDGP,NIVBDGP,BSE
935788,10EHFL26,10EHFL26,BSE
973050,13RERT28,13RERT28,BSE
958173,965GIWEL23,965GIWEL23,BSE
531225,XTGLOBAL,XTGLOBAL,BSE
500028,ATVPR,ATVPR,BSE
950235,1BBPL2023A,1BBPL2023A,BSE
957531,871ABFL25,871ABFL25,BSE
539533,ELITECON,ELITECON,BSE
800161,883GOI2041,883GOI2041,BSE
800179,833GOI2032,833GOI2032,BSE
530419,SUMEDHA,SUMEDHA,BSE
524663,BIBCL,BIBCL,BSE
958333,1185AFPL24,1185AFPL24,BSE
959819,935MFL22A,935MFL22A,BSE
958857,799SBI29,799SBI29,BSE
501314,PRISMX,PRISMX,BSE
539561,REMLIFE,REMLIFE,BSE
500530,BOSCHLTD,BOSCHLTD,BSE
540174,SOUTHERNIN,SOUTHERNIN,BSE
540337,UTDDPDA4P4,UTDDPDA4P4,BSE
542860,SFMP20GD,SFMP20GD,BSE
800168,735GOI2024,735GOI2024,BSE
957441,91ABHFL26,91ABHFL26,BSE
950734,793PGC2024,793PGC2024,BSE
953237,86IIL26,86IIL26,BSE
542209,NXXXX3D,NXXXX3D,BSE
538092,JOONKTOLL,JOONKTOLL,BSE
958827,910IGT22,910IGT22,BSE
961814,876HUDCO24,876HUDCO24,BSE
540813,NXXXVS9G,NXXXVS9G,BSE
953426,840PGCIL21A,840PGCIL21A,BSE
537381,HCPO36MJRD,HCPO36MJRD,BSE
952338,950RHFL25C,950RHFL25C,BSE
521131,SBFL,SBFL,BSE
954977,757MML26,757MML26,BSE
953054,93ELR23O,93ELR23O,BSE
959898,574HDBF23,574HDBF23,BSE
542442,SDFSC43GR,SDFSC43GR,BSE
949943,965PNB2024,965PNB2024,BSE
936630,1050MFL24,1050MFL24,BSE
957746,9ILFSPER,9ILFSPER,BSE
954710,980PTCIF22,980PTCIF22,BSE
542395,H1168D43DQ,H1168D43DQ,BSE
530117,PRIVISCL,PRIVISCL,BSE
541422,IPRU3112,IPRU3112,BSE
959104,84OPAL10323,84OPAL10323,BSE
720283,KSL22221,KSL22221,BSE
538708,ETIL,ETIL,BSE
936981,975KFL21B,975KFL21B,BSE
959322,IFSL180222,IFSL180222,BSE
542342,H1182D43DG,H1182D43DG,BSE
800335,815FCISPL22,815FCISPL22,BSE
956999,918NRSS29C,918NRSS29C,BSE
540784,NXXXVS7Z,NXXXVS7Z,BSE
954222,905STFCL23A,905STFCL23A,BSE
526407,RPIL,RPIL,BSE
960106,975CF23,975CF23,BSE
959014,CFSL26SEP19,CFSL26SEP19,BSE
523367,DCMSHRIRAM,DCMSHRIRAM,BSE
956069,914KTL31,914KTL31,BSE
956806,782MRHFL23,782MRHFL23,BSE
542089,IPRU9414,IPRU9414,BSE
715027,895LTFHL21,895LTFHL21,BSE
959246,86TRIL29422,86TRIL29422,BSE
954056,9IBHFL26C,9IBHFL26C,BSE
951024,960NEEPCO24,960NEEPCO24,BSE
936916,95MFL21B,95MFL21B,BSE
972533,SAIL26OCT9V,SAIL26OCT9V,BSE
542248,DECCAN,DECCAN,BSE
960129,572MMFSL23,572MMFSL23,BSE
720223,DCL12221,DCL12221,BSE
524564,GAYATRIBI,GAYATRIBI,BSE
949834,98ISEC2024,98ISEC2024,BSE
541902,NXXXIX02Z,NXXXIX02Z,BSE
956890,21CJCPPL21,21CJCPPL21,BSE
959780,815LTFL30,815LTFL30,BSE
936512,91LTFL22,91LTFL22,BSE
541391,IPRU3103,IPRU3103,BSE
513599,HINDCOPPER,HINDCOPPER,BSE
543141,RXLII4Z,RXLII4Z,BSE
543278,KALYANKJIL,KALYANKJIL,BSE
534623,JUPITERIN,JUPITERIN,BSE
949183,STFC020513B,STFC020513B,BSE
936020,0MFL25A,0MFL25A,BSE
958216,990ILFSL25,990ILFSL25,BSE
937157,95MVAFL22,95MVAFL22,BSE
960115,1067SMPL22,1067SMPL22,BSE
540359,PARMAX,PARMAX,BSE
959763,79LTFL24,79LTFL24,BSE
958661,83RECL29,83RECL29,BSE
542674,H1100D44RG,H1100D44RG,BSE
955120,724REC21,724REC21,BSE
937367,663PFCL31,663PFCL31,BSE
500069,BNKCAP,BNKCAP,BSE
954432,EARCB1G601A,EARCB1G601A,BSE
543075,07QPD,07QPD,BSE
542474,IPRU3298,IPRU3298,BSE
505688,BHARATGEAR,BHARATGEAR,BSE
719351,MFL08920,MFL08920,BSE
958030,12OAPL22A,12OAPL22A,BSE
953748,10MHF23,10MHF23,BSE
508989,NAVNETEDUL,NAVNETEDUL,BSE
956983,918NRSS25C,918NRSS25C,BSE
540653,SINTEXPLAST,SINTEXPLAST,BSE
541141,D39MS224DG,D39MS224DG,BSE
533252,WELINV,WELINV,BSE
937159,975MVAFL23,975MVAFL23,BSE
540853,NXXXVS13D,NXXXVS13D,BSE
953471,9RHFL26A,9RHFL26A,BSE
543209,BILLWIN,BILLWIN,BSE
951355,980STFC24,980STFC24,BSE
526703,ECOPLAST,ECOPLAST,BSE
972585,IFCISR52J,IFCISR52J,BSE
507938,MNPLFIN,MNPLFIN,BSE
800275,SGBNOV25A,SGBNOV25A,BSE
539254,ADANITRANS,ADANITRANS,BSE
540757,SCPL,SCPL,BSE
936238,0STFCL21F,0STFCL21F,BSE
542281,SDFSC34GR,SDFSC34GR,BSE
973107,EEL25321,EEL25321,BSE
532435,SANINFRA,SANINFRA,BSE
959966,95VFPL22,95VFPL22,BSE
543029,UTCRFS1DHP,UTCRFS1DHP,BSE
937397,0KFL26B,0KFL26B,BSE
955172,875RHFL21,875RHFL21,BSE
523606,SIKA,SIKA,BSE
954953,1025RBLB22,1025RBLB22,BSE
952993,0ARPL27,0ARPL27,BSE
541984,NIOSAG,NIOSAG,BSE
937443,94MFL27A,94MFL27A,BSE
534600,JTLINFRA,JTLINFRA,BSE
958161,911MFL21,911MFL21,BSE
960195,670AFL25,670AFL25,BSE
956749,740TML21,740TML21,BSE
937059,SVITCH30,SVITCH30,BSE
538860,PANAFIC,PANAFIC,BSE
949171,948RHFL2025,948RHFL2025,BSE
810582,827GUJ2026,827GUJ2026,BSE
960124,AEL081020,AEL081020,BSE
538964,MERCURYLAB,MERCURYLAB,BSE
532771,JHS,JHS,BSE
955383,ECLK7L602E,ECLK7L602E,BSE
972804,722IRFC22A,722IRFC22A,BSE
948799,1185SEFL23A,1185SEFL23A,BSE
541126,NXXXVIS7G,NXXXVIS7G,BSE
541442,KTKFMP228RD,KTKFMP228RD,BSE
936836,1027DLSL22,1027DLSL22,BSE
936987,1067KFL23,1067KFL23,BSE
937333,0MMFL27B,0MMFL27B,BSE
524218,RESONANCE,RESONANCE,BSE
948141,11SIL2022,11SIL2022,BSE
973005,694GHFL23,694GHFL23,BSE
952170,881LTFL22A,881LTFL22A,BSE
522017,FLUIDOM,FLUIDOM,BSE
541434,IDFTP149RG,IDFTP149RG,BSE
542732,SFMP11DR,SFMP11DR,BSE
720289,SBPSL24221,SBPSL24221,BSE
531972,TRIDETOOL,TRIDETOOL,BSE
541576,IDFTP154DG,IDFTP154DG,BSE
505368,REVATHI,REVATHI,BSE
530495,STRATMONT,STRATMONT,BSE
523120,ADORMUL,ADORMUL,BSE
539271,NXXIX1D,NXXIX1D,BSE
532777,NAUKRI,NAUKRI,BSE
511144,ASYAINFO,ASYAINFO,BSE
961893,841IIFCL24B,841IIFCL24B,BSE
531417,MEGACOR,MEGACOR,BSE
936216,925JMFCSL21,925JMFCSL21,BSE
542019,SHUBHAM,SHUBHAM,BSE
532890,TAKE,TAKE,BSE
954282,875RCL21F,875RCL21F,BSE
532374,STLTECH,STLTECH,BSE
957755,83SEFL23,83SEFL23,BSE
540877,NXXXVS14D,NXXXVS14D,BSE
719815,THDCL21220,THDCL21220,BSE
526901,SONALAD,SONALAD,BSE
539947,JLL,JLL,BSE
715028,8LTFHL22,8LTFHL22,BSE
720571,AEL15421,AEL15421,BSE
936640,95MHIL22,95MHIL22,BSE
958393,867PFCL28,867PFCL28,BSE
511147,WSFIN,WSFIN,BSE
720083,AFL190121,AFL190121,BSE
952545,1035KHIL24A,1035KHIL24A,BSE
530063,YASHRAJC,YASHRAJC,BSE
533608,RDBRL,RDBRL,BSE
542273,IDFTP166RG,IDFTP166RG,BSE
954029,910MRHFL26P,910MRHFL26P,BSE
542188,KTKFMP253DD,KTKFMP253DD,BSE
539651,UTRGRDA2P5,UTRGRDA2P5,BSE
959048,1198BML21,1198BML21,BSE
890145,DHANIPP,DHANIPP,BSE
535998,RFHXXIV04G,RFHXXIV04G,BSE
953726,880BFL26,880BFL26,BSE
508494,WARRENTEA,WARRENTEA,BSE
508867,NEWMKTADV,NEWMKTADV,BSE
956255,115BML23A,115BML23A,BSE
720248,KSL160221,KSL160221,BSE
540678,COCHINSHIP,COCHINSHIP,BSE
959528,105SPCPL23,105SPCPL23,BSE
532019,LCCINFOTEC,LCCINFOTEC,BSE
953427,840PGCIL25,840PGCIL25,BSE
519506,NCCBLUE,NCCBLUE,BSE
958707,1125GDL25,1125GDL25,BSE
957452,825UIICL28,825UIICL28,BSE
951487,1125ECL22,1125ECL22,BSE
540594,HEOFRD1126,HEOFRD1126,BSE
541285,NXXXVI14G,NXXXVI14G,BSE
541177,H1147D39RQ,H1147D39RQ,BSE
800097,CG1229S9910,CG1229S9910,BSE
530057,VIVANZA,VIVANZA,BSE
531310,AVAILFC,AVAILFC,BSE
506395,COROMANDEL,COROMANDEL,BSE
956561,800IIL22,800IIL22,BSE
959410,IIFL31320,IIFL31320,BSE
542659,IPRU9577,IPRU9577,BSE
800133,CG0755S0210,CG0755S0210,BSE
958991,95PCHF22,95PCHF22,BSE
955909,760NHAI22,760NHAI22,BSE
538036,H3360D30DF,H3360D30DF,BSE
500422,TRANSCHEM,TRANSCHEM,BSE
530683,PITHP,PITHP,BSE
936390,EFL4JAN19,EFL4JAN19,BSE
972364,PIDBSTRPPF,PIDBSTRPPF,BSE
542239,H1211D43RG,H1211D43RG,BSE
959182,FBRT1024,FBRT1024,BSE
511605,ARIHCAPM,ARIHCAPM,BSE
720403,TRIL10321,TRIL10321,BSE
539773,ADVIKCA,ADVIKCA,BSE
517077,INDAGIV,INDAGIV,BSE
956145,848UPPCL22,848UPPCL22,BSE
959833,975FSBL22,975FSBL22,BSE
959666,81LTFL30,81LTFL30,BSE
959878,MHFL31JUL20,MHFL31JUL20,BSE
949440,15PRLPPL23,15PRLPPL23,BSE
951695,PNB13FEB15,PNB13FEB15,BSE
800295,SGBJUNE27,SGBJUNE27,BSE
958436,CFSL5DEC18,CFSL5DEC18,BSE
960366,694NHAI36,694NHAI36,BSE
956696,12BRPL23,12BRPL23,BSE
956965,852NRSS21,852NRSS21,BSE
500296,NAHARSPING,NAHARSPING,BSE
504879,ORIENTABRA,ORIENTABRA,BSE
500032,BAJAJHIND,BAJAJHIND,BSE
530431,ADORFO,ADORFO,BSE
972876,939MTNL2024,939MTNL2024,BSE
960307,AFPL11DEC20,AFPL11DEC20,BSE
513519,PITTIENG,PITTIENG,BSE
543087,09AGG,09AGG,BSE
522074,ELGIEQUIP,ELGIEQUIP,BSE
540876,NXXXVS14Z,NXXXVS14Z,BSE
804366,182TB130521,182TB130521,BSE
959679,CC24JUN20,CC24JUN20,BSE
936286,880TCFSL21,880TCFSL21,BSE
800111,1143GOI15,1143GOI15,BSE
507442,DHARSUGAR,DHARSUGAR,BSE
954449,865ILFSFS21,865ILFSFS21,BSE
517431,NARMP,NARMP,BSE
936416,95MMFSL29,95MMFSL29,BSE
959286,713NHPCL28,713NHPCL28,BSE
541878,KTKFMP243RD,KTKFMP243RD,BSE
509546,GRAVISSHO,GRAVISSHO,BSE
960068,1086FCPL023,1086FCPL023,BSE
936402,9MMFSL22,9MMFSL22,BSE
957115,79IIL22,79IIL22,BSE
960061,925VFPL22,925VFPL22,BSE
542650,METROPOLIS,METROPOLIS,BSE
534816,INDUSTOWER,INDUSTOWER,BSE
958915,910IGT24,910IGT24,BSE
953872,93AHFL23,93AHFL23,BSE
959938,950KFIL22,950KFIL22,BSE
532054,KDDL,KDDL,BSE
543221,ICICITECH,ICICITECH,BSE
541664,D36MS238DG,D36MS238DG,BSE
524709,NACLIND,NACLIND,BSE
950438,936PFC21,936PFC21,BSE
936376,10JMFCSL22,10JMFCSL22,BSE
530777,INFRAIND,INFRAIND,BSE
719889,ISEC151220,ISEC151220,BSE
542842,NIESSPK,NIESSPK,BSE
959806,54IOCL25,54IOCL25,BSE
514286,ASHIMASYN,ASHIMASYN,BSE
532656,FACORALL,FACORALL,BSE
533148,JSWENERGY,JSWENERGY,BSE
960315,875MFL23A,875MFL23A,BSE
530077,FRSHTRP*,FRSHTRP*,BSE
532219,ENERGYDEV,ENERGYDEV,BSE
540222,LAURUSLABS,LAURUSLABS,BSE
959573,725MMFSL23,725MMFSL23,BSE
543272,EASEMYTRIP,EASEMYTRIP,BSE
541296,H1181D40RG,H1181D40RG,BSE
961812,858HUDCO29,858HUDCO29,BSE
540134,IISL,IISL,BSE
539997,KPL,KPL,BSE
532710,SADBHAV,SADBHAV,BSE
958411,1075ECLFL25,1075ECLFL25,BSE
536969,NFHXXV06G,NFHXXV06G,BSE
959907,925EKFL22,925EKFL22,BSE
539288,AVI,AVI,BSE
936036,0KFL24A,0KFL24A,BSE
960049,MFL8SEP20,MFL8SEP20,BSE
532366,PNBGILTS,PNBGILTS,BSE
810608,827GUJ2029,827GUJ2029,BSE
532927,ECLERX,ECLERX,BSE
960199,975FMPL22,975FMPL22,BSE
521141,ADITYASP,ADITYASP,BSE
800113,1150GOI11A,1150GOI11A,BSE
959326,692HFSL22,692HFSL22,BSE
590106,BANKBEES,BANKBEES,BSE
715025,5LTIDFL24,5LTIDFL24,BSE
952011,999JPL26,999JPL26,BSE
958039,918VL21,918VL21,BSE
507543,CORAGRO,CORAGRO,BSE
954009,SVIPL22,SVIPL22,BSE
957420,9SEFL28,9SEFL28,BSE
936224,975JMFCSL28,975JMFCSL28,BSE
505520,ZHEMHOLD,ZHEMHOLD,BSE
950702,934REC2017B,934REC2017B,BSE
526737,CORPOCO,CORPOCO,BSE
956383,8LTIDFL22A,8LTIDFL22A,BSE
957790,785PFCL28,785PFCL28,BSE
