token,symbol,name,exch_seg
21646,728JK30-SG,728JK30,NSE
3140,ABSLFTPURQ-MF,ABSLFTPURQ,NSE
9680,SOUTHWEST-BL,SOUTHWEST,NSE
14657,INSECTICID-EQ,INSECTICID,NSE
4305,ABSLFTQTRG-MF,ABSLFTQTRG,NSE
5439,H1372D42DG-MF,H1372D42DG,NSE
17397,PREMEXPLN-EQ,PREMEXPLN,NSE
8022,H1196D43RD-MF,H1196D43RD,NSE
18208,ORIENTLTD-EQ,ORIENTLTD,NSE
17190,SHRIPISTON-BE,SHRIPISTON,NSE
29312,HUDCO-N5,HUDCO,NSE
595,CARBORUNIV-EQ,CARBORUNIV,NSE
21736,RHFL-BL,RHFL,NSE
31461,MITCON-SM,MITCON,NSE
2303,HAL-EQ,HAL,NSE
22022,545RJ25-SG,545RJ25,NSE
3169,UTIDMP29P3-MF,UTIDMP29P3,NSE
5249,FIFMPS4EDG-MF,FIFMPS4EDG,NSE
264,NIRAJ-BL,NIRAJ,NSE
1271,MOLDTEKPP-E1,MOLDTEKPP,NSE
3384,SWARAJENG-EQ,SWARAJENG,NSE
722,SBIETFPB-EQ,SBIETFPB,NSE
2245,705RJ31-SG,705RJ31,NSE
4160,NORBTEAEXP-EQ,NORBTEAEXP,NSE
10009,ABSLFTSNRN-MF,ABSLFTSNRN,NSE
21537,SREIBNPNCD-NW,SREIBNPNCD,NSE
20830,MOIL-EQ,MOIL,NSE
7266,UTRGR30P13-MF,UTRGR30P13,NSE
20188,WABAG-EQ,WABAG,NSE
15387,DHANI-BL,DHANI,NSE
1593,MGEL-EQ,MGEL,NSE
22026,688PY31-SG,688PY31,NSE
2240,H3360D30RG-MF,H3360D30RG,NSE
10472,ICICI0801-NA,ICICI0801,NSE
18866,MAZDA-EQ,MAZDA,NSE
3239,H1134D40RG-MF,H1134D40RG,NSE
3027,ABSLFTPTRG-MF,ABSLFTPTRG,NSE
21113,BFINVEST-EQ,BFINVEST,NSE
6470,UTDAP30PXI-MF,UTDAP30PXI,NSE
14449,NAHARPOLY-BL,NAHARPOLY,NSE
20929,JALAN-SM,JALAN,NSE
18731,MASKINVEST-BE,MASKINVEST,NSE
2092,689WB41-SG,689WB41,NSE
6063,LICNETFGSC-BL,LICNETFGSC,NSE
14522,NHAI-ND,NHAI,NSE
2158,H1208D39DQ-MF,H1208D39DQ,NSE
21508,COCHINSHIP-EQ,COCHINSHIP,NSE
12979,NPBET-BL,NPBET,NSE
8763,LTFMP18DDG-MF,LTFMP18DDG,NSE
2892,INDINFR-IV,INDINFR,NSE
7426,MANAKALUCO-BL,MANAKALUCO,NSE
5905,H1274D43DQ-MF,H1274D43DQ,NSE
1192,AMBER-BL,AMBER,NSE
16725,RPGLIFE-EQ,RPGLIFE,NSE
20794,SUMEETINDS-BE,SUMEETINDS,NSE
