token,symbol,name
17728,ASTEC-EQ,ASTEC
10786,NOIDATOLL-EQ,NOIDATOLL
13725,DCBBANK-EQ,DCBBANK
21726,MATRIMONY-EQ,MATRIMONY
11058,SECURKLOUD-EQ,SECURKLOUD
4299,STERTOOLS-EQ,STERTOOLS
9356,MSTCLTD-EQ,MSTCLTD
25414,SETUINFRA-EQ,SETUINFRA
25756,VIKASECO-EQ,VIKASECO
10159,ORICONENT-EQ,ORICONENT
16705,GOKUL-EQ,GOKUL
17105,SUMICHEM-EQ,SUMICHEM
14218,CTE-EQ,CTE
4,21STCENMGM-EQ,21STCENMGM
2717,PRECWIRE-EQ,PRECWIRE
19800,WELINV-EQ,WELINV
24231,OMINFRAL-EQ,OMINFRAL
14334,HSCL-EQ,HSCL
2687,POLYPLEX-EQ,POLYPLEX
11739,SHRIRAMCIT-EQ,SHRIRAMCIT
13221,INOXLEISUR-EQ,INOXLEISUR
11460,JPASSOCIAT-EQ,JPASSOCIAT
4992,SHARDACROP-EQ,SHARDACROP
3045,SBIN-EQ,SBIN
471,BINDALAGRO-EQ,BINDALAGRO
4410,JAGSNPHARM-EQ,JAGSNPHARM
4279,DENORA-EQ,DENORA
5900,AXISBANK-EQ,AXISBANK
15184,BRIGADE-EQ,BRIGADE
3066,SESHAPAPER-EQ,SESHAPAPER
28952,DUCON-EQ,DUCON
15119,EDELWEISS-EQ,EDELWEISS
17062,PALREDTEC-EQ,PALREDTEC
11654,LALPATHLAB-EQ,LALPATHLAB
757,CRISIL-EQ,CRISIL
16819,QNIFTY-EQ,QNIFTY
1327,HCL-INSYS-EQ,HCL-INSYS
11039,DCMNVL-EQ,DCMNVL
18244,DEEPENR-EQ,DEEPENR
24225,RELAXO-EQ,RELAXO
18202,ARSSINFRA-EQ,ARSSINFRA
11809,IIFL-EQ,IIFL
2073,VTL-EQ,VTL
7109,JMA-EQ,JMA
3357,SUPERSPIN-EQ,SUPERSPIN
13116,QUICKHEAL-EQ,QUICKHEAL
2998,SUVIDHAA-EQ,SUVIDHAA
14932,ISMTLTD-EQ,ISMTLTD
181,ARENTERP-EQ,ARENTERP
4394,MIRZAINT-EQ,MIRZAINT
21713,LASA-EQ,LASA
19438,AHLEAST-EQ,AHLEAST
1455,HIL-EQ,HIL
3766,WHEELS-EQ,WHEELS
703,DICIND-EQ,DICIND
29008,SUNCLAYLTD-EQ,SUNCLAYLTD
2595,3PLAND-EQ,3PLAND
14597,ALPHAGEO-EQ,ALPHAGEO
1597,INGERRAND-EQ,INGERRAND
955,ESABINDIA-EQ,ESABINDIA
11983,SASKEN-EQ,SASKEN
4594,KOTHARIPET-EQ,KOTHARIPET
13648,TALBROAUTO-EQ,TALBROAUTO
583,CANFINHOME-EQ,CANFINHOME
28877,MORARJEE-EQ,MORARJEE
1424,HINDZINC-EQ,HINDZINC
15209,PPAP-EQ,PPAP
2259,MOREPENLAB-EQ,MOREPENLAB
19126,KIOCL-EQ,KIOCL
438,BHEL-EQ,BHEL
4838,ICICILIQ-EQ,ICICILIQ
1204,PRAXIS-EQ,PRAXIS
3499,TATASTEEL-EQ,TATASTEEL
21484,STEL-EQ,STEL
19292,TERASOFT-EQ,TERASOFT
14260,PGIL-EQ,PGIL
742,COSMOFILMS-EQ,COSMOFILMS
17022,MAWANASUG-EQ,MAWANASUG
11411,RKFORGE-EQ,RKFORGE
20323,RESPONIND-EQ,RESPONIND
14552,PHOENIXLTD-EQ,PHOENIXLTD
1835,KANORICHEM-EQ,KANORICHEM
17547,AMRUTANJAN-EQ,AMRUTANJAN
17507,ADHUNIKIND-EQ,ADHUNIKIND
324,ANGELBRKG-EQ,ANGELBRKG
13463,PIONEEREMB-EQ,PIONEEREMB
18562,MITTAL-EQ,MITTAL
15234,AMBIKCO-EQ,AMBIKCO
14501,BALAMINES-EQ,BALAMINES
17395,SETF10GILT-EQ,SETF10GILT
20532,AXISGOLD-EQ,AXISGOLD
23452,TCIDEVELOP-EQ,TCIDEVELOP
29598,REPCOHOME-EQ,REPCOHOME
14843,VIPCLOTHNG-EQ,VIPCLOTHNG
3411,TATAELXSI-EQ,TATAELXSI
21154,ERIS-EQ,ERIS
619,CENTENKA-EQ,CENTENKA
17821,ARSHIYA-EQ,ARSHIYA
1142,GINNIFILA-EQ,GINNIFILA
2970,SURYODAY-EQ,SURYODAY
2263,BANDHANBNK-EQ,BANDHANBNK
11892,VHL-EQ,VHL
9576,MAHESHWARI-EQ,MAHESHWARI
18391,RBLBANK-EQ,RBLBANK
18142,EMMBI-EQ,EMMBI
18365,PERSISTENT-EQ,PERSISTENT
11606,GUFICBIO-EQ,GUFICBIO
17424,GLOBUSSPR-EQ,GLOBUSSPR
13859,VENUSREM-EQ,VENUSREM
981,EPL-EQ,EPL
641,DNAMEDIA-EQ,DNAMEDIA
13987,ABSLBANETF-EQ,ABSLBANETF
21828,TEXRAIL-EQ,TEXRAIL
6353,MAN50ETF-EQ,MAN50ETF
19142,UMESLTD-EQ,UMESLTD
11987,ICIL-EQ,ICIL
11536,TCS-EQ,TCS
3724,VSTIND-EQ,VSTIND
4892,SAREGAMA-EQ,SAREGAMA
2316,HEIDELBERG-EQ,HEIDELBERG
10300,RAMASTEEL-EQ,RAMASTEEL
9937,IBMFNIFTY-EQ,IBMFNIFTY
23804,BSLGOLDETF-EQ,BSLGOLDETF
940,PGHL-EQ,PGHL
2202,MIRCELECTR-EQ,MIRCELECTR
2031,M&M-EQ,M&M
822,BANKA-EQ,BANKA
13517,EMAMILTD-EQ,EMAMILTD
7413,MANAKCOAT-EQ,MANAKCOAT
14942,NAGREEKCAP-EQ,NAGREEKCAP
13101,VIMTALABS-EQ,VIMTALABS
24196,VADILALIND-EQ,VADILALIND
4598,HERITGFOOD-EQ,HERITGFOOD
2421,NILKAMAL-EQ,NILKAMAL
11271,DREDGECORP-EQ,DREDGECORP
9385,PNCINFRA-EQ,PNCINFRA
4344,PUNJABCHEM-EQ,PUNJABCHEM
11275,TVTODAY-EQ,TVTODAY
7353,SETFNN50-EQ,SETFNN50
9354,TAJGVK-EQ,TAJGVK
18039,ADVENZYMES-EQ,ADVENZYMES
3252,SPIC-EQ,SPIC
2350,NURECA-EQ,NURECA
16852,EQUITAS-EQ,EQUITAS
13162,CELEBRITY-EQ,CELEBRITY
15129,RGL-EQ,RGL
1663,ATFL-EQ,ATFL
1196,KANSAINER-EQ,KANSAINER
3637,JUBLPHARMA-EQ,JUBLPHARMA
13585,ATLANTA-EQ,ATLANTA
14972,KSCL-EQ,KSCL
157,APOLLOHOSP-EQ,APOLLOHOSP
236,ASIANPAINT-EQ,ASIANPAINT
22415,LOVABLE-EQ,LOVABLE
14677,GUJAPOLLO-EQ,GUJAPOLLO
6596,SONATSOFTW-EQ,SONATSOFTW
15017,MAANALU-EQ,MAANALU
2183,SUNDARMHLD-EQ,SUNDARMHLD
10577,KRBL-EQ,KRBL
220,IEX-EQ,IEX
4176,ZENITHEXPO-EQ,ZENITHEXPO
29577,NETFNIF100-EQ,NETFNIF100
1826,KAMATHOTEL-EQ,KAMATHOTEL
676,EXIDEIND-EQ,EXIDEIND
2107,STOVEKRAFT-EQ,STOVEKRAFT
17704,QUESS-EQ,QUESS
20453,APCL-EQ,APCL
20776,BHAGYANGR-EQ,BHAGYANGR
20110,GREENPOWER-EQ,GREENPOWER
128,ROUTE-EQ,ROUTE
10637,OLECTRA-EQ,OLECTRA
522,ICICIB22-EQ,ICICIB22
15266,JKIL-EQ,JKIL
14889,ASIANTILES-EQ,ASIANTILES
2716,BUTTERFLY-EQ,BUTTERFLY
14003,ZEEMEDIA-EQ,ZEEMEDIA
896,KHAICHEM-EQ,KHAICHEM
8825,PRIVISCL-EQ,PRIVISCL
744,FSC-EQ,FSC
4421,CREDITACC-EQ,CREDITACC
20374,COALINDIA-EQ,COALINDIA
578,LIKHITHA-EQ,LIKHITHA
16927,JOCIL-EQ,JOCIL
14567,BFUTILITIE-EQ,BFUTILITIE
559,BSL-EQ,BSL
8119,RPSGVENT-EQ,RPSGVENT
2442,NOCIL-EQ,NOCIL
11319,LICNETFN50-EQ,LICNETFN50
13035,SAFARI-EQ,SAFARI
14116,GANDHITUBE-EQ,GANDHITUBE
18220,KECL-EQ,KECL
100,AMARAJABAT-EQ,AMARAJABAT
20778,JAMNAAUTO-EQ,JAMNAAUTO
18321,LGBBROSLTD-EQ,LGBBROSLTD
13522,NECCLTD-EQ,NECCLTD
13982,JASH-EQ,JASH
2643,PFIZER-EQ,PFIZER
25897,MINDACORP-EQ,MINDACORP
30012,CEREBRAINT-EQ,CEREBRAINT
10768,OAL-EQ,OAL
804,SHIVATEX-EQ,SHIVATEX
4064,CUBEXTUB-EQ,CUBEXTUB
592,GRAPHITE-EQ,GRAPHITE
15068,RELIGARE-EQ,RELIGARE
31475,ORBTEXP-EQ,ORBTEXP
5622,ITDCEM-EQ,ITDCEM
4244,HDFCAMC-EQ,HDFCAMC
359,ROML-EQ,ROML
29050,ZUARI-EQ,ZUARI
1594,INFY-EQ,INFY
10,ABAN-EQ,ABAN
5204,GMDCLTD-EQ,GMDCLTD
3579,UNICHEMLAB-EQ,UNICHEMLAB
14086,IGPL-EQ,IGPL
1333,HDFCBANK-EQ,HDFCBANK
13745,GTLINFRA-EQ,GTLINFRA
11573,FORCEMOT-EQ,FORCEMOT
14106,AUTOIND-EQ,AUTOIND
14947,MOTILALOFS-EQ,MOTILALOFS
14957,MAGNUM-EQ,MAGNUM
7339,ABSLNN50ET-EQ,ABSLNN50ET
1480,REPL-EQ,REPL
11626,WELENT-EQ,WELENT
1805,KABRAEXTRU-EQ,KABRAEXTRU
15288,HERCULES-EQ,HERCULES
11082,LIBAS-EQ,LIBAS
2124,MASTEK-EQ,MASTEK
14356,MINDTREE-EQ,MINDTREE
10074,EMAMIPAP-EQ,EMAMIPAP
19931,ORISSAMINE-EQ,ORISSAMINE
11080,GFSTEELS-EQ,GFSTEELS
13998,SITINET-EQ,SITINET
4771,TCIFINANCE-EQ,TCIFINANCE
15034,BAJAJELEC-EQ,BAJAJELEC
15337,RAIN-EQ,RAIN
19133,CMICABLES-EQ,CMICABLES
3351,SUNPHARMA-EQ,SUNPHARMA
11957,IDFC-EQ,IDFC
1360,HIMATSEIDE-EQ,HIMATSEIDE
7374,STAR-EQ,STAR
2144,BDL-EQ,BDL
11359,DHANBANK-EQ,DHANBANK
21406,AVADHSUGAR-EQ,AVADHSUGAR
16996,GISOLUTION-EQ,GISOLUTION
16123,BHARATWIRE-EQ,BHARATWIRE
201,UNIDT-EQ,UNIDT
19073,AARVI-EQ,AARVI
1270,AMBUJACEM-EQ,AMBUJACEM
4732,SKMEGGPROD-EQ,SKMEGGPROD
9867,NEXTMEDIA-EQ,NEXTMEDIA
1073,FOSECOIND-EQ,FOSECOIND
12173,HNDFDS-EQ,HNDFDS
5528,KOTHARIPRO-EQ,KOTHARIPRO
10925,GODREJIND-EQ,GODREJIND
14296,SEQUENT-EQ,SEQUENT
18659,MARATHON-EQ,MARATHON
3389,AGARIND-EQ,AGARIND
13810,GREENPANEL-EQ,GREENPANEL
1467,AKZOINDIA-EQ,AKZOINDIA
25536,UJAAS-EQ,UJAAS
2188,GENCON-EQ,GENCON
13236,SADBHAV-EQ,SADBHAV
1530,INDIANHUME-EQ,INDIANHUME
13693,INFOMEDIA-EQ,INFOMEDIA
17029,RUCHI-EQ,RUCHI
12231,OCCL-EQ,OCCL
17752,SHILPAMED-EQ,SHILPAMED
17307,AJMERA-EQ,AJMERA
8652,VETO-EQ,VETO
20321,SHANKARA-EQ,SHANKARA
13211,JAGRAN-EQ,JAGRAN
5068,SHEMAROO-EQ,SHEMAROO
16821,VINYLINDIA-EQ,VINYLINDIA
19556,BHANDARI-EQ,BHANDARI
20852,ZEELEARN-EQ,ZEELEARN
4963,ICICIBANK-EQ,ICICIBANK
19025,KIRLOSIND-EQ,KIRLOSIND
4525,DYNAMATECH-EQ,DYNAMATECH
17957,MMTC-EQ,MMTC
21957,INDTERRAIN-EQ,INDTERRAIN
2313,MURUDCERA-EQ,MURUDCERA
17685,GPTINFRA-EQ,GPTINFRA
11798,ALLSEC-EQ,ALLSEC
104,SHAREINDIA-EQ,SHAREINDIA
31415,NBCC-EQ,NBCC
1190,FMGOETZE-EQ,FMGOETZE
10599,GUJGASLTD-EQ,GUJGASLTD
15194,BURNPUR-EQ,BURNPUR
15146,JYOTHYLAB-EQ,JYOTHYLAB
15330,QGOLDHALF-EQ,QGOLDHALF
14223,TIIL-EQ,TIIL
8132,BLBLIMITED-EQ,BLBLIMITED
12034,BASML-EQ,BASML
4422,INDIANCARD-EQ,INDIANCARD
21017,FMNL-EQ,FMNL
7406,GLENMARK-EQ,GLENMARK
8341,CALSOFT-EQ,CALSOFT
9384,CREATIVEYE-EQ,CREATIVEYE
21238,AUBANK-EQ,AUBANK
19322,HISARMETAL-EQ,HISARMETAL
16249,INFIBEAM-EQ,INFIBEAM
22233,DHUNINV-EQ,DHUNINV
20178,AKSHARCHEM-EQ,AKSHARCHEM
21195,GTPL-EQ,GTPL
1127,GHCL-EQ,GHCL
4157,KEYFINSERV-EQ,KEYFINSERV
509,MAZDOCK-EQ,MAZDOCK
15278,ONMOBILE-EQ,ONMOBILE
11943,MCLEODRUSS-EQ,MCLEODRUSS
13352,MALUPAPER-EQ,MALUPAPER
2636,NETFDIVOPP-EQ,NETFDIVOPP
7862,GEPIL-EQ,GEPIL
17625,MOLDTECH-EQ,MOLDTECH
1232,GRASIM-EQ,GRASIM
10717,TIMESGTY-EQ,TIMESGTY
13941,PRAENG-EQ,PRAENG
29423,MOHITIND-EQ,MOHITIND
22365,ICICITECH-EQ,ICICITECH
13091,EKC-EQ,EKC
3078,SHANTIGEAR-EQ,SHANTIGEAR
1174,GNFC-EQ,GNFC
3799,WSTCSTPAPR-EQ,WSTCSTPAPR
20092,TASTYBITE-EQ,TASTYBITE
10530,SHARDAMOTR-EQ,SHARDAMOTR
1660,ITC-EQ,ITC
6062,LICNETFGSC-EQ,LICNETFGSC
10618,SADBHIN-EQ,SADBHIN
4491,JCHAC-EQ,JCHAC
18679,HPL-EQ,HPL
2475,ONGC-EQ,ONGC
10557,NAVKARCORP-EQ,NAVKARCORP
13270,JKCEMENT-EQ,JKCEMENT
25136,BROOKS-EQ,BROOKS
14966,CSBBANK-EQ,CSBBANK
11876,MERCATOR-EQ,MERCATOR
2837,RANASUG-EQ,RANASUG
12148,VIKASPROP-EQ,VIKASPROP
3363,SUPREMEIND-EQ,SUPREMEIND
14838,DECCANCE-EQ,DECCANCE
2909,RICOAUTO-EQ,RICOAUTO
11212,SHK-EQ,SHK
2705,PRAJIND-EQ,PRAJIND
25684,JISLDVREQS-EQ,JISLDVREQS
11591,HDFCNIFETF-EQ,HDFCNIFETF
19631,PRICOLLTD-EQ,PRICOLLTD
999,EUROTEXIND-EQ,EUROTEXIND
11223,UCOBANK-EQ,UCOBANK
6782,NIPPOBATRY-EQ,NIPPOBATRY
8163,SPENCERS-EQ,SPENCERS
14853,OMAXE-EQ,OMAXE
3672,SOLARA-EQ,SOLARA
2331,JAYNECOIND-EQ,JAYNECOIND
19277,EMAMIREAL-EQ,EMAMIREAL
7218,SBIETFQLTY-EQ,SBIETFQLTY
14366,IDEA-EQ,IDEA
17869,JSWENERGY-EQ,JSWENERGY
11667,DWARKESH-EQ,DWARKESH
11220,VARDHACRLC-EQ,VARDHACRLC
14198,TIMKEN-EQ,TIMKEN
17174,EQ30-EQ,EQ30
16589,VAISHALI-EQ,VAISHALI
5688,ARCHIES-EQ,ARCHIES
18571,GNA-EQ,GNA
4235,WENDT-EQ,WENDT
9647,BSELINFRA-EQ,BSELINFRA
4671,JSWISPL-EQ,JSWISPL
18908,PNBHOUSING-EQ,PNBHOUSING
34,ADORWELD-EQ,ADORWELD
13577,VOLTAMP-EQ,VOLTAMP
2085,MAHSCOOTER-EQ,MAHSCOOTER
2792,EASEMYTRIP-EQ,EASEMYTRIP
10905,GENESYS-EQ,GENESYS
21478,UTINEXT50-EQ,UTINEXT50
13673,ANSALHSG-EQ,ANSALHSG
11045,SATIA-EQ,SATIA
1394,HINDUNILVR-EQ,HINDUNILVR
1247,GSFC-EQ,GSFC
14977,POWERGRID-EQ,POWERGRID
7048,HESTERBIO-EQ,HESTERBIO
11471,EXCELINDUS-EQ,EXCELINDUS
12304,JSLHISAR-EQ,JSLHISAR
18096,JUBLFOOD-EQ,JUBLFOOD
10397,JISLJALEQS-EQ,JISLJALEQS
18883,SJVN-EQ,SJVN
14788,SPARC-EQ,SPARC
13285,M&MFIN-EQ,M&MFIN
2963,SAIL-EQ,SAIL
857,DHAMPURSUG-EQ,DHAMPURSUG
2275,IRISDOREME-EQ,IRISDOREME
11236,JSL-EQ,JSL
17272,SETFGOLD-EQ,SETFGOLD
21001,PSB-EQ,PSB
14912,KPRMILL-EQ,KPRMILL
3417,HONAUT-EQ,HONAUT
3275,TEMBO-EQ,TEMBO
19235,IMFA-EQ,IMFA
18783,IDFNIFTYET-EQ,IDFNIFTYET
3570,UCALFUEL-EQ,UCALFUEL
5143,JAICORPLTD-EQ,JAICORPLTD
2489,ISEC-EQ,ISEC
30125,IBULHSGFIN-EQ,IBULHSGFIN
14413,PAGEIND-EQ,PAGEIND
17632,COMPINFO-EQ,COMPINFO
10243,SYNGENE-EQ,SYNGENE
11065,NATHBIOGEN-EQ,NATHBIOGEN
342,CAMS-EQ,CAMS
1129,KEERTI-EQ,KEERTI
4433,HITECHGEAR-EQ,HITECHGEAR
14485,THEMISMED-EQ,THEMISMED
25178,TDPOWERSYS-EQ,TDPOWERSYS
19223,TCIEXP-EQ,TCIEXP
1085,GABRIEL-EQ,GABRIEL
18962,RAJRATAN-EQ,RAJRATAN
14732,DLF-EQ,DLF
3787,WIPRO-EQ,WIPRO
3002,WONDERLA-EQ,WONDERLA
10738,OFSS-EQ,OFSS
18110,VASCONEQ-EQ,VASCONEQ
14329,SMSPHARMA-EQ,SMSPHARMA
14547,NXTDIGITAL-EQ,NXTDIGITAL
1162,GTL-EQ,GTL
3237,JTEKTINDIA-EQ,JTEKTINDIA
1030,AARON-EQ,AARON
11394,ZOTA-EQ,ZOTA
10588,SHREEPUSHK-EQ,SHREEPUSHK
8687,MUKTAARTS-EQ,MUKTAARTS
11226,BAGFILMS-EQ,BAGFILMS
14423,LAOPALA-EQ,LAOPALA
14014,LUMAXTECH-EQ,LUMAXTECH
10661,PONNIERODE-EQ,PONNIERODE
15347,GSS-EQ,GSS
31163,ORIENTREF-EQ,ORIENTREF
15303,BANG-EQ,BANG
2562,HUHTAMAKI-EQ,HUHTAMAKI
8696,VRLLOG-EQ,VRLLOG
18011,WHIRLPOOL-EQ,WHIRLPOOL
25786,KANANIIND-EQ,KANANIIND
14562,ZENITHSTL-EQ,ZENITHSTL
14922,PURVA-EQ,PURVA
1134,APOLLO-EQ,APOLLO
3426,TATAPOWER-EQ,TATAPOWER
3172,NETFGILT5Y-EQ,NETFGILT5Y
3812,ZEEL-EQ,ZEEL
17357,GKWLIMITED-EQ,GKWLIMITED
15332,NMDC-EQ,NMDC
25468,PAISALO-EQ,PAISALO
11399,SALZERELEC-EQ,SALZERELEC
1214,DELTAMAGNT-EQ,DELTAMAGNT
15555,HCG-EQ,HCG
5258,INDUSINDBK-EQ,INDUSINDBK
3688,VIKASWSP-EQ,VIKASWSP
3475,THERMAX-EQ,THERMAX
8828,GAEL-EQ,GAEL
2664,PIDILITIND-EQ,PIDILITIND
10578,MPSLTD-EQ,MPSLTD
4469,ELECTHERM-EQ,ELECTHERM
13637,JMFINANCIL-EQ,JMFINANCIL
11975,RML-EQ,RML
11253,WELSPUNIND-EQ,WELSPUNIND
17351,SALONA-EQ,SALONA
28859,PROZONINTU-EQ,PROZONINTU
3360,SUPPETRO-EQ,SUPPETRO
18154,HATHWAY-EQ,HATHWAY
22344,ICICIALPLV-EQ,ICICIALPLV
714,SHALBY-EQ,SHALBY
5385,AAVAS-EQ,AAVAS
3646,VARDMNPOLY-EQ,VARDMNPOLY
13592,HOVS-EQ,HOVS
383,BEL-EQ,BEL
2606,LEMONTREE-EQ,LEMONTREE
6216,CAMLINFINE-EQ,CAMLINFINE
17256,ALBERTDAVD-EQ,ALBERTDAVD
15384,DHANI-EQ,DHANI
2268,MOTOGENFIN-EQ,MOTOGENFIN
6051,CYBERTECH-EQ,CYBERTECH
14750,MEGH-EQ,MEGH
781,DALMIASUG-EQ,DALMIASUG
14019,TIDEWATER-EQ,TIDEWATER
14927,SRIPIPES-EQ,SRIPIPES
1168,GMBREW-EQ,GMBREW
2979,ORTINLAB-EQ,ORTINLAB
31181,MCX-EQ,MCX
2868,HITECH-EQ,HITECH
2589,PATSPINLTD-EQ,PATSPINLTD
4587,RAMCOIND-EQ,RAMCOIND
20080,EROSMEDIA-EQ,EROSMEDIA
7446,BKMINDST-EQ,BKMINDST
11287,UPL-EQ,UPL
15342,SHALPAINTS-EQ,SHALPAINTS
2816,RALLIS-EQ,RALLIS
25392,PANAMAPET-EQ,PANAMAPET
20950,RKDL-EQ,RKDL
530,BPL-EQ,BPL
9168,UTISXN50-EQ,UTISXN50
19447,CAPTRUST-EQ,CAPTRUST
11630,NTPC-EQ,NTPC
11373,BIOCON-EQ,BIOCON
25584,TRITURBINE-EQ,TRITURBINE
13620,ANANTRAJ-EQ,ANANTRAJ
17438,OIL-EQ,OIL
20196,BEDMUTHA-EQ,BEDMUTHA
19578,UGARSUGAR-EQ,UGARSUGAR
25023,GAYAPROJ-EQ,GAYAPROJ
154,APCOTEXIND-EQ,APCOTEXIND
13457,KAMDHENU-EQ,KAMDHENU
14440,NAHARSPING-EQ,NAHARSPING
6445,TECHNOE-EQ,TECHNOE
22243,EBBETF0425-EQ,EBBETF0425
1267,GUJALKALI-EQ,GUJALKALI
6368,SICAL-EQ,SICAL
19036,PODDARMENT-EQ,PODDARMENT
3745,WATERBASE-EQ,WATERBASE
4116,HBSL-EQ,HBSL
919,EIHOTEL-EQ,EIHOTEL
5748,CYIENT-EQ,CYIENT
312,TIINDIA-EQ,TIINDIA
19265,BLISSGVS-EQ,BLISSGVS
1338,SDBL-EQ,SDBL
3339,SUNDARMFIN-EQ,SUNDARMFIN
21314,DYNPRO-EQ,DYNPRO
1023,FEDERALBNK-EQ,FEDERALBNK
14511,BANSWRAS-EQ,BANSWRAS
1639,TATASTLLP-EQ,TATASTLLP
16639,KIRIINDUS-EQ,KIRIINDUS
13066,BRFL-EQ,BRFL
1289,GFLLIMITED-EQ,GFLLIMITED
3703,VIPIND-EQ,VIPIND
11618,ASTRAMICRO-EQ,ASTRAMICRO
21501,SIS-EQ,SIS
24403,ASHIANA-EQ,ASHIANA
29430,ANKITMETAL-EQ,ANKITMETAL
937,ELGIEQUIP-EQ,ELGIEQUIP
11581,GULFPETRO-EQ,GULFPETRO
357,NAM-INDIA-EQ,NAM-INDIA
17702,ICICIMCAP-EQ,ICICIMCAP
14657,INSECTICID-EQ,INSECTICID
17397,PREMEXPLN-EQ,PREMEXPLN
18208,ORIENTLTD-EQ,ORIENTLTD
595,CARBORUNIV-EQ,CARBORUNIV
2303,HAL-EQ,HAL
3384,SWARAJENG-EQ,SWARAJENG
722,SBIETFPB-EQ,SBIETFPB
4160,NORBTEAEXP-EQ,NORBTEAEXP
20830,MOIL-EQ,MOIL
20188,WABAG-EQ,WABAG
1593,MGEL-EQ,MGEL
18866,MAZDA-EQ,MAZDA
21113,BFINVEST-EQ,BFINVEST
21508,COCHINSHIP-EQ,COCHINSHIP
16725,RPGLIFE-EQ,RPGLIFE
14058,SANGHVIMOV-EQ,SANGHVIMOV
14771,TARMAT-EQ,TARMAT
11483,LT-EQ,LT
8546,CHALET-EQ,CHALET
1627,LINDEINDIA-EQ,LINDEINDIA
21383,PALASHSECU-EQ,PALASHSECU
3715,VLSFINANCE-EQ,VLSFINANCE
3563,ADANIGREEN-EQ,ADANIGREEN
3676,VESUVIUS-EQ,VESUVIUS
16395,MMP-EQ,MMP
1403,HINDOILEXP-EQ,HINDOILEXP
11293,UNIENTER-EQ,UNIENTER
10604,BHARTIARTL-EQ,BHARTIARTL
12018,SUZLON-EQ,SUZLON
3423,TATAMETALI-EQ,TATAMETALI
13688,GATI-EQ,GATI
193,ARVIND-EQ,ARVIND
19084,NETFIT-EQ,NETFIT
15271,CORDSCABLE-EQ,CORDSCABLE
866,DHARSUGAR-EQ,DHARSUGAR
10114,GBGLOBAL-EQ,GBGLOBAL
1330,HDFC-EQ,HDFC
20182,ASHOKA-EQ,ASHOKA
17971,SBICARD-EQ,SBICARD
10666,PNB-EQ,PNB
13671,MADHUCON-EQ,MADHUCON
724,TATACOFFEE-EQ,TATACOFFEE
4007,CORALFINAC-EQ,CORALFINAC
18581,KIRLOSBROS-EQ,KIRLOSBROS
21362,SALASAR-EQ,SALASAR
17700,NETFLTGILT-EQ,NETFLTGILT
17477,CONTROLPR-EQ,CONTROLPR
29850,GSCLCEMENT-EQ,GSCLCEMENT
25718,POLYMED-EQ,POLYMED
27037,TBZ-EQ,TBZ
17527,MAHASTEEL-EQ,MAHASTEEL
760,CGPOWER-EQ,CGPOWER
10580,TCI-EQ,TCI
3375,SURYAROSNI-EQ,SURYAROSNI
21427,THEINVEST-EQ,THEINVEST
9253,NILAINFRA-EQ,NILAINFRA
17181,MANXT50-EQ,MANXT50
13501,ALLCARGO-EQ,ALLCARGO
2951,S&SPOWER-EQ,S&SPOWER
1465,ACCURACY-EQ,ACCURACY
15419,DPSCLTD-EQ,DPSCLTD
19366,AHLWEST-EQ,AHLWEST
15409,NESCO-EQ,NESCO
2294,MTNL-EQ,MTNL
15389,GAMMNINFRA-EQ,GAMMNINFRA
17939,HINDCOPPER-EQ,HINDCOPPER
10297,PPL-EQ,PPL
15039,CERA-EQ,CERA
10453,SATIN-EQ,SATIN
11496,AMBICAAGAR-EQ,AMBICAAGAR
15199,MANAKSIA-EQ,MANAKSIA
1633,IPCALAB-EQ,IPCALAB
2882,RELCAPITAL-EQ,RELCAPITAL
13750,FLUOROCHEM-EQ,FLUOROCHEM
3493,TINPLATE-EQ,TINPLATE
17263,ARMANFIN-EQ,ARMANFIN
206,ASHIMASYN-EQ,ASHIMASYN
2496,ORIENTPPR-EQ,ORIENTPPR
6286,GULPOLY-EQ,GULPOLY
371,BATAINDIA-EQ,BATAINDIA
17722,DEN-EQ,DEN
13106,NAHARINDUS-EQ,NAHARINDUS
17376,EXCEL-EQ,EXCEL
6994,BSOFT-EQ,BSOFT
11782,EVEREADY-EQ,EVEREADY
1994,LIBERTSHOE-EQ,LIBERTSHOE
11511,CENTEXT-EQ,CENTEXT
4809,KCPSUGIND-EQ,KCPSUGIND
20223,CLEDUCATE-EQ,CLEDUCATE
2709,MTARTECH-EQ,MTARTECH
11872,GRANULES-EQ,GRANULES
22602,PFS-EQ,PFS
874,ASTRON-EQ,ASTRON
2972,ORIENTELEC-EQ,ORIENTELEC
4172,TCNSBRANDS-EQ,TCNSBRANDS
29284,VMART-EQ,VMART
9685,TRIDENT-EQ,TRIDENT
17641,SUNTECK-EQ,SUNTECK
11309,BALAXI-EQ,BALAXI
9847,NETFNV20-EQ,NETFNV20
2385,NAVNETEDUL-EQ,NAVNETEDUL
11655,JBMA-EQ,JBMA
6429,RSSOFTWARE-EQ,RSSOFTWARE
1726,JBCHEPHARM-EQ,JBCHEPHARM
20072,INFRABEES-EQ,INFRABEES
11369,TTKHLTCARE-EQ,TTKHLTCARE
14672,NAVINFLUOR-EQ,NAVINFLUOR
18921,VBL-EQ,VBL
2048,INDIGOPNTS-EQ,INDIGOPNTS
10457,ARVSMART-EQ,ARVSMART
1672,HGINFRA-EQ,HGINFRA
19731,GPPL-EQ,GPPL
